facility_id,zipcode,program_type,facility_name,total_capacity,under5_capacity,preschool_capacity,school_age_capacity,children_capacity,latitude,longitude,m1_max_expand,m1_unit_cost,m2_max_expand,m2_tier1_cap,m2_tier2_cap,m2_tier3_cap,m2_ucost_t1,m2_ucost_t2,m2_ucost_t3
339217,11226,SACC,Flatbush Development Corp. P.S 217,170,0,0,170,0,40.633794,-73.966373,204.0,317.6470588235294,34.0,17.0,25.5,34.0,317.6470588235294,517.6470588235294,1117.6470588235295
775633,11372,GFDC,Sebas Friends DayCare Corp,12,12,0,0,12,40.750737,-73.877729,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
853113,10019,FDC,"Avila, Maria",8,6,0,2,6,40.76326,-73.988021,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
55338,10457,FDC,"Marquez, Esperanza",6,6,0,0,6,40.848308,-73.904864,7.199999999999999,3533.3333333333335,1.2000000000000002,0.6000000000000001,0.8999999999999999,1.2000000000000002,3533.3333333333335,3733.3333333333335,4333.333333333333
818828,10459,GFDC,Denny Sena LLC,16,12,0,4,12,40.827967,-73.894012,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
163033,11208,FDC,"Colon, Maria",8,6,0,2,6,40.686403,-73.877452,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
877736,10471,GFDC,"Nunez, Sabrina",16,12,0,4,12,40.91077,-73.900055,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
880366,10033,GFDC,"Gonzalez Garcia, Lisbeth",16,12,0,4,12,40.848289,-73.937898,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
72491,10040,GFDC,"Tavarez, Elys",16,12,0,4,12,40.862107,-73.926058,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
880704,10467,GFDC,Charming Enterprise Incorporated,14,12,0,2,12,40.88011,-73.876115,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
881073,10453,GFDC,Loving Nest Group Family Daycare Inc,16,12,0,4,12,40.857079,-73.907452,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
369879,11691,GFDC,Edora Day Care Services INC,16,12,0,4,12,40.594683,-73.775417,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
204110,11201,GFDC,Alex's Group Family Day Care Inc,12,10,0,2,10,40.700036,-73.983288,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
689986,11215,GFDC,"Peter Pan & Wendy, Inc.",16,12,0,4,12,40.6615,-73.991863,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
71947,10456,GFDC,"Welch Bramwell, Zonella",14,12,0,2,12,40.829313,-73.918681,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
721508,11237,SACC,"New York Edge, Inc.",284,0,0,284,0,40.698341,-73.92024,216.0,270.4225352112676,56.800000000000004,28.400000000000002,42.6,56.800000000000004,270.4225352112676,470.4225352112676,1070.4225352112676
572473,11231,GFDC,"Ladybug Family, Inc.",16,12,0,4,12,40.677604,-73.996616,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
835787,11417,GFDC,"Tapia, Marina",16,12,0,4,12,40.680568,-73.836123,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
299224,11434,GFDC,Little Blessings Day Care,16,12,0,4,12,40.680193,-73.790483,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
831942,10459,GFDC,"Matos Pineda, Digna",9,9,0,0,9,40.818454,-73.893534,10.799999999999999,2422.222222222222,1.8,0.9,1.3499999999999999,1.8,2422.222222222222,2622.222222222222,3222.222222222222
781006,10467,GFDC,"Montolio, Debbie",16,12,0,4,12,40.871622,-73.86914,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
733979,10458,FDC,"Polanco, Adelina",8,6,0,2,6,40.864086,-73.889743,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
502802,10303,GFDC,Rose Group Family Care Inc.,16,12,0,4,12,40.623822,-74.165808,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
851065,10468,GFDC,LALY’S DAYCARE INC,16,12,0,4,12,40.865828,-73.90271,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
312014,11365,SACC,"NEW MILESTONE, INC.",20,0,0,20,0,40.727983,-73.810822,24.0,1200.0,4.0,2.0,3.0,4.0,1200.0,1400.0,2000.0
879275,10458,GFDC,"Gomez Estevez, Beryl",16,12,0,4,12,40.864005,-73.892094,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
760150,10468,GFDC,"Walwyn De Amadi, Griselda",14,12,0,2,12,40.860112,-73.904896,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
709908,10039,SACC,"New York Edge, Inc.",240,0,0,240,0,40.831482,-73.935884,260.0,283.3333333333333,48.0,24.0,36.0,48.0,283.3333333333333,483.3333333333333,1083.3333333333333
759185,10456,SACC,"The DreamYard Project, Inc.",106,0,0,106,0,40.828134,-73.90886,127.19999999999999,388.6792452830189,21.200000000000003,10.600000000000001,15.899999999999999,21.200000000000003,388.6792452830189,588.6792452830189,1188.6792452830189
388850,11106,SACC,All Children's Child Care,45,0,0,45,0,40.763741,-73.922553,54.0,644.4444444444445,9.0,4.5,6.75,9.0,644.4444444444445,844.4444444444445,1444.4444444444443
275135,11226,GFDC,"Staten, Marjorie",16,12,0,4,12,40.651398,-73.952238,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
803112,10455,GFDC,"Delgado, Elsa",16,12,0,4,12,40.812596,-73.906654,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
480751,10468,GFDC,"Gonzalez, Falconery",14,12,0,2,12,40.861623,-73.909222,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
117475,11224,GFDC,Scooltastic Kids LLC,16,12,0,4,12,40.578368,-74.00385,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
709890,10035,SACC,"Casita Maria, Inc.",108,0,0,108,0,40.799329,-73.933192,129.6,385.18518518518516,21.6,10.8,16.2,21.6,385.18518518518516,585.1851851851852,1185.1851851851852
853367,10027,GFDC,"Peralta, Johana",16,12,0,4,12,40.814501,-73.957518,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
685391,11413,FDC,"Amos, Shireese",8,6,0,2,6,40.663256,-73.757512,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
292829,10469,FDC,"Cabreja, Clara",8,6,0,2,6,40.86728,-73.843565,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
803025,10458,GFDC,Osmery's Day Care LLC,16,12,0,4,12,40.870403,-73.887045,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
309271,11433,GFDC,Hopes Little Blessings LLC,16,12,0,4,12,40.698265,-73.776191,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
546658,10468,FDC,MA DAYCARE CORP.,8,6,0,2,6,40.865802,-73.901178,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
709626,11367,SACC,Queens Community House ASP @ PS/IS 499 - QCSMST,134,0,0,134,0,40.738861,-73.821295,160.79999999999998,349.25373134328356,26.8,13.4,20.099999999999998,26.8,349.25373134328356,549.2537313432836,1149.2537313432836
337507,11225,GFDC,"Harper, Agatha",12,12,0,0,12,40.660304,-73.949396,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
244132,11226,SACC,CAMBA Kidz Connection @ P.S. 249,193,0,0,193,0,40.649638,-73.966189,231.6,303.6269430051814,38.6,19.3,28.95,38.6,303.6269430051814,503.6269430051814,1103.6269430051814
764155,11225,GFDC,"Hoffman, Ortal",16,12,0,4,12,40.660618,-73.944697,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
876401,11412,GFDC,Watch Me Grow & Learn Daycare LLC.,16,12,0,4,12,40.6958,-73.7617,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
263816,10472,GFDC,"Pacheco, Carmen",16,12,0,4,12,40.830146,-73.866753,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
346163,11103,GFDC,"Happy Days Child Care, LLC",12,12,0,0,12,40.768766,-73.914127,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
812072,10465,SACC,ULTIMATE ENRICHMENT,95,0,0,95,0,40.827038,-73.818645,114.0,410.5263157894737,19.0,9.5,14.25,19.0,410.5263157894737,610.5263157894736,1210.5263157894738
660486,11207,GFDC,Progressive CC Providers Inc.,16,12,0,4,12,40.666222,-73.890365,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
711363,10472,GFDC,PCV BUSY BEE'S DAYCARE CORP.,14,12,0,2,12,40.824669,-73.87743,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
867729,10453,GFDC,"Batista, Martha",16,12,0,4,12,40.853505,-73.909681,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
709612,11379,SACC,THE GREATER RIDGEWOOD YOUTH COUNCIL INC.,247,0,0,247,0,40.711679,-73.888217,253.0,280.97165991902835,49.400000000000006,24.700000000000003,37.05,49.400000000000006,280.97165991902835,480.97165991902835,1080.9716599190283
820145,11434,FDC,Winsome's Playhouse,8,6,0,2,6,40.686183,-73.766364,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
805493,10456,GFDC,"Hernandez Polanco, Massiel",12,12,0,0,12,40.832191,-73.914901,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
837717,10025,FDC,"Gebriel, Nadege",8,6,0,2,6,40.799504,-73.961037,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
745309,10474,SACC,"New York Junior Tennis League, Inc.",280,0,0,280,0,40.815448,-73.885561,220.0,271.42857142857144,56.0,28.0,42.0,56.0,271.42857142857144,471.42857142857144,1071.4285714285713
372595,10456,GFDC,"Guerrero, Ivelise",16,12,0,4,12,40.835447,-73.912618,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
228256,11420,GFDC,"Ramdass, Rosalind",16,12,0,4,12,40.67548,-73.804471,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
881319,10458,GFDC,"Garcia, Wanda",16,12,0,4,12,40.871996,-73.884906,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
583364,10468,GFDC,Infant Toddler to Kid Scholars Inc.,16,12,0,4,12,40.864163,-73.901413,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
834557,10459,GFDC,Super Hero Avengers Daycare,14,12,0,2,12,40.830395,-73.89796,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
782269,10468,GFDC,"Honrado, Nicanor",16,12,0,4,12,40.874554,-73.901617,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
842344,11105,SACC,New York Edge Inc.,75,0,0,75,0,40.771195,-73.906179,90.0,466.6666666666667,15.0,7.5,11.25,15.0,466.6666666666667,666.6666666666666,1266.6666666666667
440380,11374,GFDC,"Shamuelovna, Adino",16,12,0,4,12,40.729332,-73.856967,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
631492,11369,GFDC,"LISSETTE DAY CARE CENTER, CORP.",16,12,0,4,12,40.75934,-73.875444,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
858413,11412,GFDC,Learning Tots Daycare,16,12,0,4,12,40.709202,-73.757613,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
64935,10029,FDC,"Orta, Carmen",6,6,0,0,6,40.797237,-73.946644,7.199999999999999,3533.3333333333335,1.2000000000000002,0.6000000000000001,0.8999999999999999,1.2000000000000002,3533.3333333333335,3733.3333333333335,4333.333333333333
867514,11364,GFDC,"Moon, Jihyun",16,12,0,4,12,40.754759,-73.770484,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
73347,11208,SACC,Cypress Hills Local Dev/Ps 7,297,0,0,297,0,40.689585,-73.872988,203.0,267.3400673400673,59.400000000000006,29.700000000000003,44.55,59.400000000000006,267.3400673400673,467.3400673400673,1067.3400673400674
854734,10463,GFDC,TINY MIRACLES DAYCARE CORPORATION,16,12,0,4,12,40.877455,-73.900143,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
792077,11210,SACC,"New York Edge, Inc.",149,0,0,149,0,40.623745,-73.946486,178.79999999999998,334.2281879194631,29.8,14.9,22.349999999999998,29.8,334.2281879194631,534.228187919463,1134.2281879194632
882844,10475,GFDC,"Maxwell, Ancilma",14,12,0,2,12,40.862023,-73.824154,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
426783,10303,GFDC,Rose Group Family Daycare Inc.,16,12,0,4,12,40.624252,-74.165743,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
71705,11236,GFDC,Rainbow Tots Day Care,16,12,0,4,12,40.642718,-73.893772,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
882607,10463,GFDC,"Palma Salgado, Andrea",12,12,0,0,12,40.862905,-73.899375,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
412458,10019,FDC,"Dominguez Tavarez, Elias",8,6,0,2,6,40.767459,-73.990226,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
738497,10456,GFDC,LITTLE RASCALS FAMILY DAY CARE INC,16,12,0,4,12,40.825457,-73.904485,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
670100,11412,GFDC,LITLE CHAMPS DAY CARE INC.,16,12,0,4,12,40.695438,-73.747492,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
879464,10465,GFDC,MICKEYS ADVENTURES DAY CARE LLC,16,12,0,4,12,40.817437,-73.814634,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
801844,10462,GFDC,"Lazala Basora, Rikauri",16,12,0,4,12,40.855032,-73.863979,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
856791,10456,GFDC,PRIMAVERA GROUP FAMILY DAYCARE LLC,14,12,0,2,12,40.830428,-73.913874,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
331559,10456,GFDC,"Harden, Marcella",14,12,0,2,12,40.834631,-73.91524,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
689571,11221,SACC,Coalition of Hispanic Families@ Hope Gardens Community Center,59,0,0,59,0,40.693069,-73.916666,70.8,538.9830508474577,11.8,5.9,8.85,11.8,538.9830508474577,738.9830508474577,1338.9830508474577
752582,11102,SACC,Girls Incorporated of NYC,120,0,0,120,0,40.771102,-73.924139,144.0,366.6666666666667,24.0,12.0,18.0,24.0,366.6666666666667,566.6666666666666,1166.6666666666667
715459,11102,SACC,Jacob A. Riis Neighborhood Settlement @ PS 171,132,0,0,132,0,40.771126,-73.928905,158.4,351.5151515151515,26.400000000000002,13.200000000000001,19.8,26.400000000000002,351.5151515151515,551.5151515151515,1151.5151515151515
772859,11422,GFDC,"Tiny Tots of St. Albans, Inc",16,12,0,4,12,40.657093,-73.742333,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
455578,10458,GFDC,"Delossantos, Apolonia",16,12,0,4,12,40.855178,-73.893345,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
273359,10025,GFDC,MELANIE'S DAYCARE CORP,14,12,0,2,12,40.802199,-73.962448,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
822583,10472,GFDC,"DAYLIN'S WORLD OF WONDER GFDC, INC.",16,12,0,4,12,40.832111,-73.861451,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
813631,10460,GFDC,"Veras De La Cruz, Cristina",16,12,0,4,12,40.844134,-73.887439,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
866783,10466,GFDC,"Richards, Accelita",16,12,0,4,12,40.882219,-73.846217,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
686381,11434,GFDC,B'S Creative Group Family Daycare 1 Inc.,16,12,0,4,12,40.691482,-73.780065,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
641590,11221,GFDC,"Milagros Ark Group Family Day Care, Inc.",16,12,0,4,12,40.695315,-73.914206,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
629558,10461,GFDC,Alex Ramiro Day Care Inc.,16,12,0,4,12,40.846414,-73.829914,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
73793,11691,SACC,YMCA Rockaway ASP @ PS 197,115,0,0,115,0,40.599979,-73.743994,138.0,373.9130434782609,23.0,11.5,17.25,23.0,373.9130434782609,573.9130434782609,1173.9130434782608
841819,11215,GFDC,"Kids On First, Inc.",16,12,0,4,12,40.674627,-73.983222,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
752110,11419,GFDC,Little Happy Hearts Family Group Daycare,16,12,0,4,12,40.684831,-73.825559,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
723202,11237,GFDC,"Best Day Care, LLC",16,12,0,4,12,40.705146,-73.916184,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
709546,10011,SACC,"Manhattan Youth Recreation and Resources, Inc.",176,0,0,176,0,40.743295,-74.002817,211.2,313.6363636363636,35.2,17.6,26.4,35.2,313.6363636363636,513.6363636363636,1113.6363636363637
376351,11207,GFDC,"Alvarez, Bibiana",16,12,0,4,12,40.673977,-73.896607,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
817027,10033,FDC,"Polanco, Florangy",6,6,0,0,6,40.849699,-73.937886,7.199999999999999,3533.3333333333335,1.2000000000000002,0.6000000000000001,0.8999999999999999,1.2000000000000002,3533.3333333333335,3733.3333333333335,4333.333333333333
74094,11367,SACC,The Child Development Center @ Queens College,15,0,0,15,0,40.735847,-73.815749,18.0,1533.3333333333333,3.0,1.5,2.25,3.0,1533.3333333333333,1733.3333333333333,2333.3333333333335
354220,10456,GFDC,CAPIROLANDIA,14,12,0,2,12,40.821764,-73.907223,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
620278,10467,GFDC,City of Victory,12,12,0,0,12,40.88315,-73.859893,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
74051,11205,SACC,YMCA Virtual Y @ PS 54,191,0,0,191,0,40.692797,-73.952868,229.2,304.71204188481676,38.2,19.1,28.65,38.2,304.71204188481676,504.71204188481676,1104.7120418848167
131223,10457,GFDC,"Paulino, Olga",10,10,0,0,10,40.847005,-73.892675,12.0,2200.0,2.0,1.0,1.5,2.0,2200.0,2400.0,3000.0
523553,10466,GFDC,"Arias, Fanny",16,12,0,4,12,40.89149,-73.862702,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
789547,11235,GFDC,"Sitnikova, Svetlana",16,12,0,4,12,40.58793,-73.941692,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
796575,10453,GFDC,COLORLAND DAYCARE CORP.,16,12,0,4,12,40.85701,-73.902735,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
628225,10040,GFDC,Growing Happy Group Family Day Care II INC.,16,12,0,4,12,40.855345,-73.931236,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
772033,11201,SACC,Community Counseling & Mediation,140,0,0,140,0,40.695114,-73.987509,168.0,342.85714285714283,28.0,14.0,21.0,28.0,342.85714285714283,542.8571428571429,1142.857142857143
56128,10460,FDC,"Gil Acevedo, Felicia",8,6,0,2,6,40.844169,-73.880369,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
73617,10002,SACC,CPC-CHINESE CULTURAL PROG. - P.S. 124,75,0,0,75,0,40.714323,-73.995529,90.0,466.6666666666667,15.0,7.5,11.25,15.0,466.6666666666667,666.6666666666666,1266.6666666666667
833289,10466,GFDC,"Llibre, Fanny",16,12,0,4,12,40.88738,-73.862081,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
64687,10026,FDC,"Simmons, Marilyn",8,6,0,2,6,40.802643,-73.950775,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
299734,10009,GFDC,"Felipe, Monica",12,10,0,2,10,40.722349,-73.978087,14.399999999999999,1866.6666666666667,2.4000000000000004,1.2000000000000002,1.7999999999999998,2.4000000000000004,1866.6666666666667,2066.6666666666665,2666.6666666666665
325727,11411,GFDC,"Thorpe, Trevor",16,12,0,4,12,40.691489,-73.732705,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
880086,10034,GFDC,"Feliz, Diomara",16,12,0,4,12,40.870958,-73.919613,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
841393,10460,GFDC,"Acosta Oneill, Esther",16,12,0,4,12,40.844523,-73.868332,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
370209,11417,GFDC,MY LITTLE TREASURES LLC,16,12,0,4,12,40.676567,-73.841824,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
152381,11207,GFDC,"Boatwright, Emma",14,12,0,2,12,40.657082,-73.883511,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
861831,10468,GFDC,THE CHILDREN’S CLOUD Inc,16,12,0,4,12,40.866148,-73.896343,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
774084,10457,GFDC,"Castillo, Quisoris",14,12,0,2,12,40.844611,-73.911004,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
760131,11691,FDC,Safe-N-Sound Daycare Inc.,8,6,0,2,6,40.59659,-73.783133,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
399605,11232,GFDC,"Leon, Mariana",16,12,0,4,12,40.650245,-74.006455,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
72115,11385,GFDC,Little Forest People Corp,16,12,0,4,12,40.701304,-73.85811,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
698932,11419,GFDC,"Montilla, Berkis",16,12,0,4,12,40.682438,-73.82439,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
796988,10457,GFDC,THE TWIN FAMILY DAYCARE CORP.,16,12,0,4,12,40.844609,-73.910169,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
664549,10030,FDC,"Frasier, Tinesha",8,6,0,2,6,40.815984,-73.947983,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
454206,10475,GFDC,"Morris, Loriann",14,12,0,2,12,40.874978,-73.829175,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
767387,11215,GFDC,"The Rabinical Committee of Brownstone Brooklyn (Chabad of Park Slope), Inc.",16,12,0,4,12,40.66851,-73.973791,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
58508,10452,FDC,"Bonilla, Maria",7,6,0,1,6,40.83409,-73.918596,8.4,3057.1428571428573,1.4000000000000001,0.7000000000000001,1.05,1.4000000000000001,3057.1428571428573,3257.1428571428573,3857.1428571428573
815866,11233,SACC,The Flatbush Development Corp @ Kingborough,19,0,0,19,0,40.675919,-73.926016,22.8,1252.6315789473683,3.8000000000000003,1.9000000000000001,2.85,3.8000000000000003,1252.6315789473683,1452.6315789473683,2052.6315789473683
857237,11221,SACC,St Nicks Alliance,104,0,0,104,0,40.691967,-73.931487,124.8,392.3076923076923,20.8,10.4,15.6,20.8,392.3076923076923,592.3076923076923,1192.3076923076924
648917,10456,FDC,"De Leon, Amarili",8,6,0,2,6,40.832866,-73.917918,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
792446,10468,GFDC,"Gerardino, Alexandra",14,12,0,2,12,40.866011,-73.902574,16.8,1628.5714285714287,2.8000000000000003,1.4000000000000001,2.1,2.8000000000000003,1628.5714285714287,1828.5714285714287,2428.5714285714284
223737,11211,FDC,"De La Rosa, Rafaela",6,6,0,0,6,40.709976,-73.952659,7.199999999999999,3533.3333333333335,1.2000000000000002,0.6000000000000001,0.8999999999999999,1.2000000000000002,3533.3333333333335,3733.3333333333335,4333.333333333333
797810,11219,GFDC,Kiddy Gan Inc.,16,12,0,4,12,40.632094,-73.989979,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
875139,10473,GFDC,"Our Kid's Rainbow Daycare 2, LLC",16,12,0,4,12,40.815917,-73.860134,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
209013,10002,FDC,"Bisono, Daisy",8,6,0,2,6,40.71162,-73.989382,9.6,2700.0,1.6,0.8,1.2,1.6,2700.0,2900.0,3500.0
790736,11206,FDC,"Herdigein, Beverly",6,6,0,0,6,40.694154,-73.937051,7.199999999999999,3533.3333333333335,1.2000000000000002,0.6000000000000001,0.8999999999999999,1.2000000000000002,3533.3333333333335,3733.3333333333335,4333.333333333333
506699,10457,GFDC,"Angel Kids Christian Group Day Care, Inc",16,12,0,4,12,40.845781,-73.889163,19.2,1450.0,3.2,1.6,2.4,3.2,1450.0,1650.0,2250.0
