zipcode,total_gap,u5_gap,status,total_cost,expansion_cost,u5_equip_expansion,build_cost,u5_equip_new,slots_from_expansion,u5_from_expansion,slots_from_new,u5_from_new,new_small,new_medium,new_large,chosen_locations
11219,10779,7072,OPTIMAL,4752201.8519,20001.85,7200.0,4025000.0,700000.0,72.0,72.0,14000.0,7000.0,0,0,35,"[{'location_id': 10700, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62577629757592, 'longitude': -73.98814957021284}, {'location_id': 10703, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62491443405822, 'longitude': -73.99478040815474}, {'location_id': 10704, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63392383620512, 'longitude': -73.99773414653781}, {'location_id': 10705, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63662147043474, 'longitude': -74.00302489200799}, {'location_id': 10707, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64241810665908, 'longitude': -73.9922052319363}, {'location_id': 10710, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.627527086331035, 'longitude': -74.0020443410558}, {'location_id': 10712, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.636906915606254, 'longitude': -73.98713979791656}, {'location_id': 10715, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64328009334669, 'longitude': -73.99609185182199}, {'location_id': 10716, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62910565768767, 'longitude': -74.00471832115147}, {'location_id': 10722, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63184489753635, 'longitude': -73.99806792767795}, {'location_id': 10723, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62538173356484, 'longitude': -73.99102310528913}, {'location_id': 10724, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62479425814642, 'longitude': -73.99600004837099}, {'location_id': 10725, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64345145112509, 'longitude': -74.00514455574414}, {'location_id': 10730, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.626545790451296, 'longitude': -74.00003238166657}, {'location_id': 10733, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62835973281097, 'longitude': -73.9874110206858}, {'location_id': 10740, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.633086048722426, 'longitude': -73.99175717716236}, {'location_id': 10741, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63756153414327, 'longitude': -74.00284085462462}, {'location_id': 10744, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.635866825190206, 'longitude': -73.98804847114697}, {'location_id': 10747, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64262398434539, 'longitude': -74.00597659938393}, {'location_id': 10754, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62669878822606, 'longitude': -73.99172875772713}, {'location_id': 10761, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.641977224672786, 'longitude': -74.00264098199764}, {'location_id': 10764, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62693091486945, 'longitude': -73.99651204866692}, {'location_id': 10768, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.624897083803226, 'longitude': -73.99230583484808}, {'location_id': 10772, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62627730786224, 'longitude': -73.99818317513507}, {'location_id': 10777, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64086828076027, 'longitude': -73.98637158228362}, {'location_id': 10780, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64211498806679, 'longitude': -74.00471791632887}, {'location_id': 10781, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62468614317463, 'longitude': -74.00207267979016}, {'location_id': 10783, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64296970592609, 'longitude': -73.99484086826126}, {'location_id': 10784, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64265144875352, 'longitude': -74.00350138371189}, {'location_id': 10786, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62812645996464, 'longitude': -73.99517883739391}, {'location_id': 10787, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.641967401893375, 'longitude': -73.98781092288185}, {'location_id': 10789, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.638640978203966, 'longitude': -73.99378177720298}, {'location_id': 10790, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63733731990367, 'longitude': -74.00149538514417}, {'location_id': 10794, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64224454494171, 'longitude': -73.99920565205353}, {'location_id': 10797, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.624961995592706, 'longitude': -73.99346506421188}]"
11220,6093,3459,OPTIMAL,2315507.5,129607.5,25900.0,1840000.0,320000.0,259.0,259.0,6400.0,3200.0,0,0,16,"[{'location_id': 10801, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64758856134954, 'longitude': -74.00739910980623}, {'location_id': 10802, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64552150799337, 'longitude': -74.00756442345941}, {'location_id': 10803, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63761390747447, 'longitude': -74.01761221880932}, {'location_id': 10804, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.633807860941154, 'longitude': -74.02167102019355}, {'location_id': 10805, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65009682029044, 'longitude': -74.01859236392443}, {'location_id': 10882, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63226648810509, 'longitude': -74.0051137600082}, {'location_id': 10883, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64820872264366, 'longitude': -74.00931264402898}, {'location_id': 10884, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63781892330982, 'longitude': -74.02131155708467}, {'location_id': 10886, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64882383474651, 'longitude': -74.01670301952518}, {'location_id': 10887, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64413503831339, 'longitude': -74.02094464313831}, {'location_id': 10888, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.650235319358416, 'longitude': -74.01230585053383}, {'location_id': 10889, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63248274246953, 'longitude': -74.01328427536396}, {'location_id': 10890, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6390921582064, 'longitude': -74.01059108824167}, {'location_id': 10895, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.640329739335634, 'longitude': -74.01506462728923}, {'location_id': 10896, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.650741428518806, 'longitude': -74.02289646436452}, {'location_id': 10899, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.644634056942664, 'longitude': -74.01162301412505}]"
11221,2586,2363,OPTIMAL,1552125.0,50825.0,16300.0,1265000.0,220000.0,163.0,163.0,4400.0,2200.0,0,0,11,"[{'location_id': 10900, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68092322756094, 'longitude': -73.93455183092256}, {'location_id': 10902, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68943918092856, 'longitude': -73.93437816073819}, {'location_id': 10962, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.695563074600265, 'longitude': -73.93726601644408}, {'location_id': 10964, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68461085065231, 'longitude': -73.93038255299409}, {'location_id': 10971, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68585467485268, 'longitude': -73.93435432636453}, {'location_id': 10974, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6918173199938, 'longitude': -73.9197425506586}, {'location_id': 10976, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68322136431796, 'longitude': -73.92129393866392}, {'location_id': 10982, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.69603179577024, 'longitude': -73.91788682115624}, {'location_id': 10995, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68176448314557, 'longitude': -73.92356205583582}, {'location_id': 10998, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.68611608047472, 'longitude': -73.91937795135223}, {'location_id': 10999, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.690828637686195, 'longitude': -73.93519130310736}]"
11222,757,1557,OPTIMAL,1076211.1111,20511.11,5700.0,900000.0,150000.0,57.0,57.0,3000.0,1500.0,0,1,7,"[{'location_id': 11000, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.72711228471014, 'longitude': -73.95587517402636}, {'location_id': 11001, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.72645387788162, 'longitude': -73.9464847690653}, {'location_id': 11002, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.7270803166895, 'longitude': -73.95839540023327}, {'location_id': 11003, 'size': 'medium', 'total_slots': 200, 'under5_slots': 100, 'build_cost': 95000, 'latitude': 40.7217750179519, 'longitude': -73.94926776773397}, {'location_id': 11090, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.72057722360611, 'longitude': -73.9560936394913}, {'location_id': 11094, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.73601440420302, 'longitude': -73.94180113009816}, {'location_id': 11097, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.72581155899133, 'longitude': -73.95870839275744}, {'location_id': 11098, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.731299523462056, 'longitude': -73.94551163498953}]"
11223,6293,4284,OPTIMAL,2865983.3333,22583.33,8400.0,2415000.0,420000.0,84.0,84.0,8400.0,4200.0,0,0,21,"[{'location_id': 11100, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59926940182715, 'longitude': -73.96722331336477}, {'location_id': 11102, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60618716695428, 'longitude': -73.97217421376884}, {'location_id': 11103, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60544336371845, 'longitude': -73.9671807236329}, {'location_id': 11105, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6074987566253, 'longitude': -73.9736183995908}, {'location_id': 11106, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60312652374269, 'longitude': -73.9732777940472}, {'location_id': 11107, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60317432468781, 'longitude': -73.9837139620902}, {'location_id': 11108, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60178910685618, 'longitude': -73.983689371717}, {'location_id': 11142, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60734034346264, 'longitude': -73.97222869367197}, {'location_id': 11170, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59834357605675, 'longitude': -73.96805096911464}, {'location_id': 11171, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59510448212208, 'longitude': -73.97182732591928}, {'location_id': 11176, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59068370801086, 'longitude': -73.97373925267682}, {'location_id': 11181, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59845200708182, 'longitude': -73.97489198107564}, {'location_id': 11182, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.606477661845446, 'longitude': -73.98185161179592}, {'location_id': 11184, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59324337207149, 'longitude': -73.97015055415893}, {'location_id': 11185, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59708477387275, 'longitude': -73.9701062349815}, {'location_id': 11186, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.588141044109314, 'longitude': -73.97952556424585}, {'location_id': 11187, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60187555671079, 'longitude': -73.98068109027791}, {'location_id': 11190, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59440796211668, 'longitude': -73.98038937564438}, {'location_id': 11192, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.591978528702285, 'longitude': -73.98028611261121}, {'location_id': 11197, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60563561055512, 'longitude': -73.97917706386269}, {'location_id': 11198, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.58966731701139, 'longitude': -73.96759813010254}]"
11224,1942,1426,OPTIMAL,955806.2893,8206.29,2600.0,805000.0,140000.0,26.0,26.0,2800.0,1400.0,0,0,7,"[{'location_id': 11200, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.5861318751693, 'longitude': -73.98330849408902}, {'location_id': 11273, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.58373876736697, 'longitude': -73.98226410958739}, {'location_id': 11274, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.57585455087513, 'longitude': -73.99499321136489}, {'location_id': 11276, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.570432884443576, 'longitude': -73.9965299144886}, {'location_id': 11278, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.57138147015065, 'longitude': -73.99246672121004}, {'location_id': 11286, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.56886604435272, 'longitude': -73.99768541010768}, {'location_id': 11299, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.57287335179782, 'longitude': -73.99049384359911}]"
11225,1438,1603,OPTIMAL,1075640.7699,110340.77,20300.0,805000.0,140000.0,203.0,203.0,2800.0,1400.0,0,0,7,"[{'location_id': 11301, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65592272360596, 'longitude': -73.96200755531487}, {'location_id': 11303, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.665622631585535, 'longitude': -73.95165738558104}, {'location_id': 11304, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65556855451768, 'longitude': -73.9469436965035}, {'location_id': 11308, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.662696951260514, 'longitude': -73.96227537938243}, {'location_id': 11309, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65740919361682, 'longitude': -73.95420981015161}, {'location_id': 11310, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.67194933429582, 'longitude': -73.95037700178541}, {'location_id': 11312, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65894514278438, 'longitude': -73.9549856632033}]"
11226,3420,3111,OPTIMAL,2069111.7647,33011.76,11100.0,1725000.0,300000.0,111.0,111.0,6000.0,3000.0,0,0,15,"[{'location_id': 11400, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64246405343699, 'longitude': -73.96445220243403}, {'location_id': 11402, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64015887941345, 'longitude': -73.9575907481732}, {'location_id': 11403, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64302837059724, 'longitude': -73.96669999299638}, {'location_id': 11407, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65211239461876, 'longitude': -73.96599830488283}, {'location_id': 11436, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6482046766762, 'longitude': -73.95450840119751}, {'location_id': 11452, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63745918161055, 'longitude': -73.95517520051759}, {'location_id': 11453, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65403743256791, 'longitude': -73.96488096465853}, {'location_id': 11455, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.639836773543784, 'longitude': -73.96608239021366}, {'location_id': 11456, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65609518174912, 'longitude': -73.96646552868823}, {'location_id': 11462, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.63938256642927, 'longitude': -73.96293935619137}, {'location_id': 11468, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6536410111801, 'longitude': -73.94767305083744}, {'location_id': 11475, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.6474895914191, 'longitude': -73.96505671547298}, {'location_id': 11476, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64094397781579, 'longitude': -73.95882102610037}, {'location_id': 11496, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.64273339069712, 'longitude': -73.95684887968164}, {'location_id': 11498, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.65148540279037, 'longitude': -73.95971347973571}]"
11228,717,1436,OPTIMAL,958326.7857,9726.79,3600.0,805000.0,140000.0,36.0,36.0,2800.0,1400.0,0,0,7,"[{'location_id': 11501, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.61276726633475, 'longitude': -74.00842456814983}, {'location_id': 11502, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.613036039255704, 'longitude': -74.00323822708705}, {'location_id': 11571, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62240051648301, 'longitude': -74.0154792576173}, {'location_id': 11575, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62121235324934, 'longitude': -74.00582694378258}, {'location_id': 11577, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.617131066668634, 'longitude': -74.00573652655586}, {'location_id': 11587, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.620668103313285, 'longitude': -74.00368746303175}, {'location_id': 11598, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.62430305545034, 'longitude': -74.00641753768724}]"
11229,2333,2898,OPTIMAL,1928925.1799,29125.18,9800.0,1610000.0,280000.0,98.0,98.0,5600.0,2800.0,0,0,14,"[{'location_id': 11600, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59132193497565, 'longitude': -73.957464604181}, {'location_id': 11601, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59420110239793, 'longitude': -73.9511647770286}, {'location_id': 11602, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60413689783965, 'longitude': -73.94079499477489}, {'location_id': 11603, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60081142405251, 'longitude': -73.95346493060659}, {'location_id': 11604, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.595619521761314, 'longitude': -73.94466377975321}, {'location_id': 11613, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59956709511975, 'longitude': -73.95607716199545}, {'location_id': 11667, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.602102012201016, 'longitude': -73.94281288379868}, {'location_id': 11670, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59226686123474, 'longitude': -73.95597568859719}, {'location_id': 11674, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.60918911792124, 'longitude': -73.94607252654143}, {'location_id': 11676, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59415088260781, 'longitude': -73.95553982133178}, {'location_id': 11677, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59703222677875, 'longitude': -73.95688429101746}, {'location_id': 11678, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.59114809741567, 'longitude': -73.95541690280834}, {'location_id': 11698, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.593065486789506, 'longitude': -73.94698500301273}, {'location_id': 11699, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.5912367092078, 'longitude': -73.94025221569454}]"
