zipcode,total_gap,u5_gap,status,total_cost,expansion_cost,u5_equip_expansion,build_cost,u5_equip_new,slots_from_expansion,u5_from_expansion,slots_from_new,u5_from_new,new_small,new_medium,new_large,chosen_locations
10451,1154,1305,OPTIMAL,850569.1824,30069.18,10500.0,690000.0,120000.0,105.0,105.0,2400.0,1200.0,0,0,6,"[{'location_id': 5700, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81788076832624, 'longitude': -73.92798620036727}, {'location_id': 5701, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8280264720025, 'longitude': -73.91369771659218}, {'location_id': 5703, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82840818708914, 'longitude': -73.92876989280417}, {'location_id': 5704, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83162103710835, 'longitude': -73.91596715839762}, {'location_id': 5797, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82441905421399, 'longitude': -73.92854896224655}, {'location_id': 5799, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8283421000695, 'longitude': -73.93046964698524}]"
10452,402,746,OPTIMAL,417197.619,112597.62,34600.0,230000.0,40000.0,346.0,346.0,800.0,400.0,0,0,2,"[{'location_id': 5896, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.841350504750785, 'longitude': -73.93037184480116}, {'location_id': 5898, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8297357466888, 'longitude': -73.91857310523983}]"
10453,653,813,OPTIMAL,481823.0769,55523.08,21300.0,345000.0,60000.0,213.0,213.0,1200.0,600.0,0,0,3,"[{'location_id': 5901, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85891815283342, 'longitude': -73.91646115343617}, {'location_id': 5930, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84638696222775, 'longitude': -73.91976365391346}, {'location_id': 5949, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84514794374941, 'longitude': -73.91574643961705}]"
10454,632,1319,OPTIMAL,856712.5,34812.5,11900.0,690000.0,120000.0,119.0,119.0,2400.0,1200.0,0,0,6,"[{'location_id': 6001, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.804564844432925, 'longitude': -73.92702415814782}, {'location_id': 6052, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.80300935808891, 'longitude': -73.92801622243721}, {'location_id': 6066, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81339506387623, 'longitude': -73.91228405445723}, {'location_id': 6071, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.804150856249514, 'longitude': -73.92532499887412}, {'location_id': 6097, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81377357171045, 'longitude': -73.92841824293012}, {'location_id': 6098, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.79963007911298, 'longitude': -73.92021732669619}]"
10455,1036,670,OPTIMAL,431268.2927,19268.29,7000.0,345000.0,60000.0,70.0,70.0,1200.0,600.0,0,0,3,"[{'location_id': 6102, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.80956190902398, 'longitude': -73.91500398765608}, {'location_id': 6151, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81699234311466, 'longitude': -73.90849997910524}, {'location_id': 6197, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.80590567925321, 'longitude': -73.89762063790667}]"
10456,1260,2139,OPTIMAL,1346550.0,97650.0,33900.0,1035000.0,180000.0,339.0,339.0,3600.0,1800.0,0,0,9,"[{'location_id': 6201, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.839815546420176, 'longitude': -73.9026132829351}, {'location_id': 6203, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82411566589104, 'longitude': -73.91146850518214}, {'location_id': 6206, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82291831199587, 'longitude': -73.91054601985459}, {'location_id': 6207, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.840745083639234, 'longitude': -73.91764414608278}, {'location_id': 6260, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.829444140447265, 'longitude': -73.91218812143559}, {'location_id': 6262, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.834979414875704, 'longitude': -73.90235146467937}, {'location_id': 6265, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82235533898922, 'longitude': -73.91746275131685}, {'location_id': 6297, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82307797372799, 'longitude': -73.90158620873552}, {'location_id': 6299, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83677668486852, 'longitude': -73.90098214799055}]"
10457,1728,1980,OPTIMAL,1260184.1176,142184.12,38000.0,920000.0,160000.0,380.0,380.0,3200.0,1600.0,0,0,8,"[{'location_id': 6304, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85693309513813, 'longitude': -73.9042581235539}, {'location_id': 6307, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8542855398216, 'longitude': -73.89383418587066}, {'location_id': 6334, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84508744488757, 'longitude': -73.89350016015987}, {'location_id': 6353, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.844619451081655, 'longitude': -73.90270362975166}, {'location_id': 6354, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84108677917224, 'longitude': -73.90846474480787}, {'location_id': 6364, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85186271163981, 'longitude': -73.89848350446927}, {'location_id': 6372, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8422294513511, 'longitude': -73.89629923453157}, {'location_id': 6387, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85456880276939, 'longitude': -73.90829793834706}]"
10458,2839,1329,OPTIMAL,956108.4112,11108.41,0.0,805000.0,140000.0,39.0,0.0,2800.0,1400.0,0,0,7,"[{'location_id': 6404, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86479727372273, 'longitude': -73.88158574500635}, {'location_id': 6405, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86064506135063, 'longitude': -73.8806665695694}, {'location_id': 6407, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8667981615396, 'longitude': -73.89649206119628}, {'location_id': 6427, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86186807992334, 'longitude': -73.89239024505638}, {'location_id': 6469, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86473958408835, 'longitude': -73.8978105229511}, {'location_id': 6494, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.865123424787726, 'longitude': -73.88453566149568}, {'location_id': 6499, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86296860753208, 'longitude': -73.88084386343628}]"
10459,713,1349,OPTIMAL,863674.9996,38775.0,14900.0,690000.0,120000.0,149.0,149.0,2400.0,1200.0,0,0,6,"[{'location_id': 6500, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83094705016032, 'longitude': -73.88775487831475}, {'location_id': 6502, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81626530007752, 'longitude': -73.88637845768186}, {'location_id': 6505, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.834650873432025, 'longitude': -73.88576888435954}, {'location_id': 6506, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81869566779502, 'longitude': -73.89221476835164}, {'location_id': 6598, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8185371447719, 'longitude': -73.89781583680126}, {'location_id': 6599, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82547356978026, 'longitude': -73.89790388103235}]"
10460,380,1033,OPTIMAL,632258.9744,68958.97,23300.0,460000.0,80000.0,233.0,233.0,1600.0,800.0,0,0,4,"[{'location_id': 6639, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83603004106783, 'longitude': -73.88240729549238}, {'location_id': 6644, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83155474229704, 'longitude': -73.88345769519631}, {'location_id': 6656, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83264843390423, 'longitude': -73.87299451545036}, {'location_id': 6697, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84772822391132, 'longitude': -73.88733154114776}]"
10461,2333,1420,OPTIMAL,952666.6667,5666.67,2000.0,805000.0,140000.0,20.0,20.0,2800.0,1400.0,0,0,7,"[{'location_id': 6700, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84892479301388, 'longitude': -73.84935844713117}, {'location_id': 6703, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.850421607656216, 'longitude': -73.84153243262494}, {'location_id': 6766, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83894679764483, 'longitude': -73.83458788665739}, {'location_id': 6767, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.837271533007105, 'longitude': -73.83427959043334}, {'location_id': 6768, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84918169064782, 'longitude': -73.83929444272125}, {'location_id': 6769, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84774801135955, 'longitude': -73.84743369224968}, {'location_id': 6799, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85248330704765, 'longitude': -73.84559042799538}]"
10462,2978,2553,OPTIMAL,1681883.3333,46583.33,15300.0,1380000.0,240000.0,153.0,153.0,4800.0,2400.0,0,0,12,"[{'location_id': 6805, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.844298132751135, 'longitude': -73.85205655766805}, {'location_id': 6806, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84794475844902, 'longitude': -73.8555639017349}, {'location_id': 6807, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84540698183772, 'longitude': -73.86148217193347}, {'location_id': 6842, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.835213540436015, 'longitude': -73.86074096394273}, {'location_id': 6888, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85092341854207, 'longitude': -73.85706515989487}, {'location_id': 6889, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83827749157572, 'longitude': -73.86080888118356}, {'location_id': 6892, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.847434067917376, 'longitude': -73.85140463895875}, {'location_id': 6893, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.84689413629267, 'longitude': -73.86952767283852}, {'location_id': 6895, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.836970666115775, 'longitude': -73.86538966477161}, {'location_id': 6896, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83563142520814, 'longitude': -73.86885994723285}, {'location_id': 6898, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83558936203298, 'longitude': -73.8587584667026}, {'location_id': 6899, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.843388939918185, 'longitude': -73.85103825439202}]"
10463,0,1780,OPTIMAL,1146750.0,48750.0,18000.0,920000.0,160000.0,180.0,180.0,3200.0,1600.0,0,0,8,"[{'location_id': 6901, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87035592912284, 'longitude': -73.9137900568298}, {'location_id': 6905, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.878209437671345, 'longitude': -73.89951681587675}, {'location_id': 6907, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.872584223496744, 'longitude': -73.90962466218357}, {'location_id': 6911, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87871240276895, 'longitude': -73.90376977006606}, {'location_id': 6912, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88812800460235, 'longitude': -73.89932920725487}, {'location_id': 6996, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88198995409594, 'longitude': -73.90022363779255}, {'location_id': 6997, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88698998599827, 'longitude': -73.90954340452646}, {'location_id': 6998, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88273735581912, 'longitude': -73.90731661919807}]"
10464,53,38,OPTIMAL,70000.0,0.0,0.0,65000.0,5000.0,0.0,0.0,100.0,50.0,1,0,0,"[{'location_id': 7099, 'size': 'small', 'total_slots': 100, 'under5_slots': 50, 'build_cost': 65000, 'latitude': 40.845222006118846, 'longitude': -73.78503560431793}]"
10465,414,1531,OPTIMAL,1015472.5,57372.5,13100.0,805000.0,140000.0,131.0,131.0,2800.0,1400.0,0,0,7,"[{'location_id': 7100, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83420255287488, 'longitude': -73.82182531530609}, {'location_id': 7101, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81693191784429, 'longitude': -73.82128111898815}, {'location_id': 7102, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82396509024088, 'longitude': -73.80983456097452}, {'location_id': 7105, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83126380031453, 'longitude': -73.81218571828835}, {'location_id': 7106, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82094562493943, 'longitude': -73.82745197738497}, {'location_id': 7108, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81913833313121, 'longitude': -73.82421974179198}, {'location_id': 7199, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81783459511648, 'longitude': -73.82663468375888}]"
10466,2514,1581,OPTIMAL,1040520.0,77420.0,18100.0,805000.0,140000.0,181.0,181.0,2800.0,1400.0,0,0,7,"[{'location_id': 7201, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88936234079193, 'longitude': -73.85807719151228}, {'location_id': 7202, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8911619306104, 'longitude': -73.8596615184995}, {'location_id': 7292, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.897241627616935, 'longitude': -73.85798083197594}, {'location_id': 7294, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88697911688793, 'longitude': -73.8438360268534}, {'location_id': 7295, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89136476484242, 'longitude': -73.85051233653506}, {'location_id': 7296, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88395899427651, 'longitude': -73.85954218433649}, {'location_id': 7297, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8871765466176, 'longitude': -73.8405223746776}]"
10467,1980,1983,OPTIMAL,1263002.2222,144702.22,38300.0,920000.0,160000.0,383.0,383.0,3200.0,1600.0,0,0,8,"[{'location_id': 7302, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87932288259165, 'longitude': -73.88000834684962}, {'location_id': 7303, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87643978232211, 'longitude': -73.87733024928146}, {'location_id': 7316, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87016846958535, 'longitude': -73.8809747971486}, {'location_id': 7330, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.88310846299866, 'longitude': -73.87436687142295}, {'location_id': 7353, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.867100849772974, 'longitude': -73.8655439938075}, {'location_id': 7371, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.865600032648786, 'longitude': -73.86669719164037}, {'location_id': 7375, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86539972916355, 'longitude': -73.86422480843169}, {'location_id': 7380, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86476091976787, 'longitude': -73.87519655696295}]"
10468,3227,1971,OPTIMAL,1322460.0,90360.0,17100.0,1035000.0,180000.0,171.0,171.0,3600.0,1800.0,0,0,9,"[{'location_id': 7408, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86036259661902, 'longitude': -73.89769423750026}, {'location_id': 7409, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86803804473928, 'longitude': -73.90652512324829}, {'location_id': 7410, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87123210535633, 'longitude': -73.9067572859677}, {'location_id': 7412, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85767057886478, 'longitude': -73.90295501619049}, {'location_id': 7418, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.860413671664354, 'longitude': -73.8952219969657}, {'location_id': 7462, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.85761761751871, 'longitude': -73.90672054594916}, {'location_id': 7463, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.856572746949475, 'longitude': -73.90739993037704}, {'location_id': 7466, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.868036791981616, 'longitude': -73.90864002505751}, {'location_id': 7498, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87572229361787, 'longitude': -73.90087287310119}]"
10469,2965,1999,OPTIMAL,1350000.0,0.0,0.0,1150000.0,200000.0,0.0,0.0,4000.0,2000.0,0,0,10,"[{'location_id': 7501, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.87229445431638, 'longitude': -73.84061985594353}, {'location_id': 7503, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86484988356659, 'longitude': -73.85602089084101}, {'location_id': 7504, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86193027776865, 'longitude': -73.84646560935441}, {'location_id': 7541, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.875351939308075, 'longitude': -73.85072544101979}, {'location_id': 7549, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86418467371948, 'longitude': -73.84229417978382}, {'location_id': 7571, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.866095387859765, 'longitude': -73.84513957014629}, {'location_id': 7576, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86205280394866, 'longitude': -73.85715834570837}, {'location_id': 7577, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.871888460363046, 'longitude': -73.85398062943048}, {'location_id': 7591, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.86235910657726, 'longitude': -73.83992071432607}, {'location_id': 7597, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8748246398469, 'longitude': -73.84037281598508}]"
10470,424,670,OPTIMAL,460595.0,48595.0,7000.0,345000.0,60000.0,70.0,70.0,1200.0,600.0,0,0,3,"[{'location_id': 7600, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89946593761708, 'longitude': -73.8582790941069}, {'location_id': 7673, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89841990580547, 'longitude': -73.8622789951011}, {'location_id': 7699, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89404007070736, 'longitude': -73.85375955622087}]"
10471,514,569,OPTIMAL,405000.0,0.0,0.0,345000.0,60000.0,0.0,0.0,1200.0,600.0,0,0,3,"[{'location_id': 7707, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89410693845208, 'longitude': -73.91304593291066}, {'location_id': 7736, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89832848397486, 'longitude': -73.91149209737324}, {'location_id': 7799, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.89128287420149, 'longitude': -73.90328880277062}]"
10472,2397,2167,OPTIMAL,1421280.7229,54580.72,16700.0,1150000.0,200000.0,167.0,167.0,4000.0,2000.0,0,0,10,"[{'location_id': 7801, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83581904650954, 'longitude': -73.88137585373872}, {'location_id': 7802, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.838921193090385, 'longitude': -73.8749943090288}, {'location_id': 7808, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82341788141954, 'longitude': -73.86678524557503}, {'location_id': 7839, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83712961491779, 'longitude': -73.86918169229675}, {'location_id': 7844, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8205212330588, 'longitude': -73.87251456919164}, {'location_id': 7859, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.838897685508094, 'longitude': -73.87011325297178}, {'location_id': 7860, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82300407000287, 'longitude': -73.87998489272333}, {'location_id': 7868, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.826064533979874, 'longitude': -73.87092824957041}, {'location_id': 7874, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83910401513099, 'longitude': -73.88011570461288}, {'location_id': 7897, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.83487318603342, 'longitude': -73.87917478536451}]"
10473,1117,1635,OPTIMAL,1039200.0,70700.0,23500.0,805000.0,140000.0,235.0,235.0,2800.0,1400.0,0,0,7,"[{'location_id': 7901, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82685292030058, 'longitude': -73.85989662642102}, {'location_id': 7961, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82879027936298, 'longitude': -73.86705002955733}, {'location_id': 7977, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81586529676445, 'longitude': -73.85858869042258}, {'location_id': 7978, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81872636167888, 'longitude': -73.85260710855232}, {'location_id': 7980, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.81364089449778, 'longitude': -73.86662214073307}, {'location_id': 7983, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.8166639663304, 'longitude': -73.85531208823154}, {'location_id': 7999, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.813292633326775, 'longitude': -73.85316896337373}]"
10474,100,488,OPTIMAL,305050.0,26250.0,8800.0,230000.0,40000.0,88.0,88.0,800.0,400.0,0,0,2,"[{'location_id': 8000, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.82062748712841, 'longitude': -73.89405014470583}, {'location_id': 8062, 'size': 'large', 'total_slots': 400, 'under5_slots': 200, 'build_cost': 115000, 'latitude': 40.80716369567288, 'longitude': -73.88305161091421}]"
