zipcode,location_id,size,latitude,longitude,cap_total,cap_u5,build_cost
10467,7302,large,40.87932288259165,-73.88000834684962,400,200,115000
10467,7303,large,40.87643978232211,-73.87733024928146,400,200,115000
10467,7331,large,40.8669583016433,-73.88016492182754,400,200,115000
10467,7364,large,40.86540839881915,-73.87005563334337,400,200,115000
10467,7368,large,40.87059069458201,-73.87142833957128,400,200,115000
10467,7371,large,40.865600032648786,-73.86669719164037,400,200,115000
10467,7373,large,40.87372503174063,-73.86444097435705,400,200,115000
10467,7399,large,40.873661332602346,-73.86579995915397,400,200,115000
10468,7408,large,40.86036259661902,-73.89769423750026,400,200,115000
10468,7409,large,40.86803804473928,-73.90652512324829,400,200,115000
10468,7410,large,40.87123210535633,-73.9067572859677,400,200,115000
10468,7488,large,40.86303660776544,-73.89406303236666,400,200,115000
10468,7490,large,40.85822072234226,-73.90983208277447,400,200,115000
10468,7491,large,40.86364270865136,-73.89079347826582,400,200,115000
10468,7496,large,40.86163217556284,-73.89101392569182,400,200,115000
10468,7497,large,40.8574962208308,-73.90789559375563,400,200,115000
10468,7498,large,40.87572229361787,-73.90087287310119,400,200,115000
10469,7566,large,40.86857486290628,-73.85385528542703,400,200,115000
10469,7568,large,40.86768522082859,-73.84806871828495,400,200,115000
10469,7570,large,40.86388186516296,-73.84429516999224,400,200,115000
10469,7571,large,40.866095387859765,-73.84513957014629,400,200,115000
10469,7576,large,40.86205280394866,-73.85715834570837,400,200,115000
10469,7591,large,40.86235910657726,-73.83992071432607,400,200,115000
10469,7592,large,40.86544692893856,-73.85240728222153,400,200,115000
10469,7594,large,40.86581598413765,-73.84076416265273,400,200,115000
10469,7597,large,40.8748246398469,-73.84037281598508,400,200,115000
10470,7659,large,40.89906635711272,-73.85620551084735,400,200,115000
10470,7697,large,40.89936771954231,-73.86051484175393,400,200,115000
10470,7699,large,40.89404007070736,-73.85375955622087,400,200,115000
10471,7796,large,40.903634827568645,-73.8973234502787,400,200,115000
10471,7797,large,40.8997208262457,-73.9080440447257,400,200,115000
10471,7799,large,40.89128287420149,-73.90328880277062,400,200,115000
10472,7840,large,40.829449075002465,-73.87353446182601,400,200,115000
10472,7841,large,40.837228319211114,-73.8714215912367,400,200,115000
10472,7848,large,40.82108627544328,-73.87071665260109,400,200,115000
10472,7850,large,40.82065785376508,-73.86457826423597,400,200,115000
10472,7853,large,40.83672191079969,-73.86443031345432,400,200,115000
10472,7855,large,40.83937294415987,-73.8730639077002,400,200,115000
10472,7859,large,40.838897685508094,-73.87011325297178,400,200,115000
10472,7863,large,40.837623073154056,-73.86608309520906,400,200,115000
10472,7891,large,40.82225931089507,-73.87695154709348,400,200,115000
10472,7894,large,40.82698973134981,-73.86882116456059,400,200,115000
10473,7921,large,40.82306874865465,-73.86677737765682,400,200,115000
10473,7966,large,40.82331091030279,-73.85258056741468,400,200,115000
10473,7968,large,40.82617914116572,-73.85296941210856,400,200,115000
10473,7979,large,40.8235191229137,-73.86789879004563,400,200,115000
10473,7988,large,40.824386921652184,-73.85228777362695,400,200,115000
10473,7990,large,40.810041501998505,-73.8640035998611,400,200,115000
10473,7999,large,40.813292633326775,-73.85316896337373,400,200,115000
10474,8001,large,40.81999100192452,-73.89145255797234,400,200,115000
10474,8099,large,40.81817449600776,-73.8791543787024,400,200,115000
10475,8175,large,40.87163015258768,-73.81818468147611,400,200,115000
10475,8182,large,40.881888663205416,-73.82546847079955,400,200,115000
10475,8183,large,40.878286570927834,-73.82022592769603,400,200,115000
10475,8184,large,40.86761082637905,-73.83749781045218,400,200,115000
10475,8189,large,40.8654755822876,-73.82827498498749,400,200,115000
10475,8190,large,40.86625213990115,-73.8251863959655,400,200,115000
10475,8194,large,40.8822438959417,-73.82074461305496,400,200,115000
10475,8195,large,40.87197728797141,-73.83355717112514,400,200,115000
10475,8198,large,40.863057826576615,-73.82055879986154,400,200,115000
11004,8256,large,40.744190668707446,-73.70435425308318,400,200,115000
11004,8258,large,40.747088996377656,-73.70151203665424,400,200,115000
11004,8298,large,40.7399737204346,-73.70287237018172,400,200,115000
11101,8386,large,40.739355498802695,-73.92586975677452,400,200,115000
11101,8388,large,40.75444376019041,-73.93051287526715,400,200,115000
11101,8389,large,40.74375626379759,-73.92769212974306,400,200,115000
11101,8390,large,40.743428653443814,-73.93283233354329,400,200,115000
11101,8391,large,40.7503079153538,-73.94364003887463,400,200,115000
11101,8399,large,40.74298878242162,-73.93897451903636,400,200,115000
11102,8457,large,40.76304247987139,-73.92937726145125,400,200,115000
11102,8462,large,40.76152468511695,-73.92895190360406,400,200,115000
11102,8499,large,40.77809481758715,-73.91673062775621,400,200,115000
11103,8591,large,40.76938697590468,-73.90560968302813,400,200,115000
11103,8592,large,40.7716638041522,-73.91726199132208,400,200,115000
