location_id,zipcode,latitude,longitude,size,total_slots,under5_slots,build_cost,equip_cost,total_cost
1117,10013.0,40.71148752389313,-74.000476788329,L,400,200,115000,20000,135000
1153,10013.0,40.71990873380424,-74.00028254552917,L,400,200,115000,20000,135000
1155,10013.0,40.713947916053215,-73.99830817904058,L,400,200,115000,20000,135000
1161,10013.0,40.70972601364998,-74.0010473400665,L,400,200,115000,20000,135000
1196,10013.0,40.72039295362866,-73.9939271502386,S,100,50,65000,5000,70000
1198,10013.0,40.727517862207414,-73.99981817838207,S,100,50,65000,5000,70000
1207,10014.0,40.73223248429964,-74.00454797959759,L,400,200,115000,20000,135000
1259,10014.0,40.72410361644768,-74.01064249654848,L,400,200,115000,20000,135000
1305,10016.0,40.75150766159683,-73.97202991003546,L,400,200,115000,20000,135000
1328,10016.0,40.73439536755529,-73.9820762438327,L,400,200,115000,20000,135000
1332,10016.0,40.75007989816107,-73.97286173369253,L,400,200,115000,20000,135000
1348,10016.0,40.743553462101595,-73.98410592143601,L,400,200,115000,20000,135000
1370,10016.0,40.74725104865187,-73.9768395232657,L,400,200,115000,20000,135000
1372,10016.0,40.73712828223763,-73.98540404210554,L,400,200,115000,20000,135000
1406,10017.0,40.74925242185272,-73.9773582162298,L,400,200,115000,20000,135000
1503,10018.0,40.74602817502937,-73.99654962441092,L,400,200,115000,20000,135000
1603,10019.0,40.75738302691446,-73.98456374176395,M,200,100,95000,10000,105000
1631,10019.0,40.76869593480451,-73.99046546113567,L,400,200,115000,20000,135000
1683,10019.0,40.76977996679626,-73.9880854492528,L,400,200,115000,20000,135000
1690,10019.0,40.769465858126274,-73.9868133800605,L,400,200,115000,20000,135000
1705,10021.0,40.7752278928459,-73.95974723107007,L,400,200,115000,20000,135000
1734,10021.0,40.76285449358767,-73.95931888688268,L,400,200,115000,20000,135000
1749,10021.0,40.76302394522904,-73.96053739344562,L,400,200,115000,20000,135000
1771,10021.0,40.77738725488578,-73.96005297218434,L,400,200,115000,20000,135000
1774,10021.0,40.77656755966426,-73.95749509284434,L,400,200,115000,20000,135000
1779,10021.0,40.766685933015815,-73.95293863816542,L,400,200,115000,20000,135000
1802,10022.0,40.75241946610089,-73.96943909055626,L,400,200,115000,20000,135000
1805,10022.0,40.76025525375259,-73.96308062669192,S,100,50,65000,5000,70000
1835,10022.0,40.762649396538805,-73.96513121032945,L,400,200,115000,20000,135000
1845,10022.0,40.74866763379404,-73.97165709160826,L,400,200,115000,20000,135000
1870,10022.0,40.748121795413155,-73.97016344419333,L,400,200,115000,20000,135000
1908,10023.0,40.767783421447824,-73.9875567938126,L,400,200,115000,20000,135000
1911,10023.0,40.76668547086984,-73.97514774704825,L,400,200,115000,20000,135000
1915,10023.0,40.77584262586475,-73.99167973933855,L,400,200,115000,20000,135000
1921,10023.0,40.77449050287187,-73.97787201017584,L,400,200,115000,20000,135000
1936,10023.0,40.7744503019399,-73.98197474259804,L,400,200,115000,20000,135000
1940,10023.0,40.76991298231425,-73.97278374541033,L,400,200,115000,20000,135000
1946,10023.0,40.78408350481714,-73.98988470167265,L,400,200,115000,20000,135000
1948,10023.0,40.77598278238417,-73.97913688204828,L,400,200,115000,20000,135000
1964,10023.0,40.78564965019472,-73.98221898276883,L,400,200,115000,20000,135000
1983,10023.0,40.770714488994194,-73.98228628733372,L,400,200,115000,20000,135000
1995,10023.0,40.770291365236325,-73.98827998986681,L,400,200,115000,20000,135000
1999,10023.0,40.77437374439383,-73.97352813794026,L,400,200,115000,20000,135000
2015,10024.0,40.79026498708604,-73.97054659296099,L,400,200,115000,20000,135000
2019,10024.0,40.778874866568295,-73.97509705322794,M,200,100,95000,10000,105000
2023,10024.0,40.78836174634905,-73.98139682555596,L,400,200,115000,20000,135000
2034,10024.0,40.7825336372434,-73.97609682461638,L,400,200,115000,20000,135000
2041,10024.0,40.79004431505259,-73.97543895186847,L,400,200,115000,20000,135000
2042,10024.0,40.79230215890317,-73.96646235090657,L,400,200,115000,20000,135000
2047,10024.0,40.791355689292224,-73.97502446163402,L,400,200,115000,20000,135000
2058,10024.0,40.78543898020739,-73.98085834661812,L,400,200,115000,20000,135000
2066,10024.0,40.785434534205066,-73.97042579882567,L,400,200,115000,20000,135000
2071,10024.0,40.77708862571593,-73.98455301449319,L,400,200,115000,20000,135000
2072,10024.0,40.79572441624729,-73.97866065185617,L,400,200,115000,20000,135000
2080,10024.0,40.78239292608435,-73.97928651537599,L,400,200,115000,20000,135000
2084,10024.0,40.785980698896175,-73.97679913134792,L,400,200,115000,20000,135000
2085,10024.0,40.79202356417137,-73.98095708257416,L,400,200,115000,20000,135000
2100,10025.0,40.80007851135465,-73.97365776264039,L,400,200,115000,20000,135000
2106,10025.0,40.803877321350264,-73.96757146887798,L,400,200,115000,20000,135000
2107,10025.0,40.80042215067501,-73.96972203217254,L,400,200,115000,20000,135000
2111,10025.0,40.800826615457915,-73.9780174608992,L,400,200,115000,20000,135000
2118,10025.0,40.799102504923574,-73.97739646840101,L,400,200,115000,20000,135000
2138,10025.0,40.79079218457793,-73.95880510789999,L,400,200,115000,20000,135000
2152,10025.0,40.80311278313505,-73.96057270423381,L,400,200,115000,20000,135000
2164,10025.0,40.80563172635437,-73.97549421404199,L,400,200,115000,20000,135000
2169,10025.0,40.80366927346588,-73.977785115725,L,400,200,115000,20000,135000
2175,10025.0,40.8060060134835,-73.96889200141558,L,400,200,115000,20000,135000
2177,10025.0,40.79662014081595,-73.97652824662396,L,400,200,115000,20000,135000
2189,10025.0,40.79289155199872,-73.97473964829088,L,400,200,115000,20000,135000
2190,10025.0,40.79788015107556,-73.97215473738989,L,400,200,115000,20000,135000
2198,10025.0,40.795007784379806,-73.97571060955096,L,400,200,115000,20000,135000
2208,10026.0,40.79538443127625,-73.95786089651078,L,400,200,115000,20000,135000
2224,10026.0,40.79379336645818,-73.9475572271838,L,400,200,115000,20000,135000
2225,10026.0,40.80993381967085,-73.94659223433568,L,400,200,115000,20000,135000
2227,10026.0,40.79341258181934,-73.95801546776349,L,400,200,115000,20000,135000
2244,10026.0,40.79941185723214,-73.96209189815374,L,400,200,115000,20000,135000
2289,10026.0,40.80729137339949,-73.94952738765734,L,400,200,115000,20000,135000
2309,10027.0,40.82112703649775,-73.96245025783975,L,400,200,115000,20000,135000
2333,10027.0,40.81647244798388,-73.94882230878848,L,400,200,115000,20000,135000
2341,10027.0,40.8028125418179,-73.96041630984112,L,400,200,115000,20000,135000
2353,10027.0,40.810619311638334,-73.9646642256492,L,400,200,115000,20000,135000
2357,10027.0,40.801719322816375,-73.95637132212806,L,400,200,115000,20000,135000
2368,10027.0,40.8128963151739,-73.96269943873548,M,200,100,95000,10000,105000
2379,10027.0,40.810470928831165,-73.94970293364476,L,400,200,115000,20000,135000
2386,10027.0,40.81368649811649,-73.96484294541304,L,400,200,115000,20000,135000
2387,10027.0,40.81538058048162,-73.96469107850642,L,400,200,115000,20000,135000
2390,10027.0,40.80927553455867,-73.94785404906247,L,400,200,115000,20000,135000
2396,10027.0,40.80825844807596,-73.9458298056097,L,400,200,115000,20000,135000
2412,10028.0,40.768878518117354,-73.95340725154577,L,400,200,115000,20000,135000
2416,10028.0,40.77672767081822,-73.95589924923497,L,400,200,115000,20000,135000
2466,10028.0,40.778488544769424,-73.94541304901766,L,400,200,115000,20000,135000
2469,10028.0,40.77146861264816,-73.95587049881117,L,400,200,115000,20000,135000
2474,10028.0,40.77073165472345,-73.95469373368734,M,200,100,95000,10000,105000
2480,10028.0,40.77842384535219,-73.94408469586612,L,400,200,115000,20000,135000
2509,10029.0,40.7995766578789,-73.9546177540007,L,400,200,115000,20000,135000
2512,10029.0,40.78743422335225,-73.94717299841093,L,400,200,115000,20000,135000
2521,10029.0,40.790983938451085,-73.93589020687305,L,400,200,115000,20000,135000
2526,10029.0,40.79529207701986,-73.9502613168724,L,400,200,115000,20000,135000
2529,10029.0,40.78229477977319,-73.95087765545792,L,400,200,115000,20000,135000
2530,10029.0,40.80112743488851,-73.94474519996486,L,400,200,115000,20000,135000
2535,10029.0,40.78654065091206,-73.9445368685592,L,400,200,115000,20000,135000
2545,10029.0,40.78183368996457,-73.93843986493168,L,400,200,115000,20000,135000
2552,10029.0,40.79626569645119,-73.95274481752159,L,400,200,115000,20000,135000
2585,10029.0,40.78238485388028,-73.93936222641668,L,400,200,115000,20000,135000
2592,10029.0,40.80005058508892,-73.95251664551799,M,200,100,95000,10000,105000
2599,10029.0,40.782876011303486,-73.94305769310104,L,400,200,115000,20000,135000
2607,10030.0,40.82113828500493,-73.95212030296824,L,400,200,115000,20000,135000
2620,10030.0,40.82303690882784,-73.94108702547513,L,400,200,115000,20000,135000
2640,10030.0,40.82325483699231,-73.94221071924451,L,400,200,115000,20000,135000
2648,10030.0,40.81231700928172,-73.94478292264215,M,200,100,95000,10000,105000
2654,10030.0,40.82630114609871,-73.93867046341171,L,400,200,115000,20000,135000
2665,10030.0,40.821077298078535,-73.94498850673968,L,400,200,115000,20000,135000
2724,10031.0,40.82126236166078,-73.95854328311503,L,400,200,115000,20000,135000
2732,10031.0,40.819183129047495,-73.95275771931934,L,400,200,115000,20000,135000
2762,10031.0,40.82263561960091,-73.9455878715681,L,400,200,115000,20000,135000
2784,10031.0,40.81868296380899,-73.94838977757733,L,400,200,115000,20000,135000
2790,10031.0,40.82708623786062,-73.95928558300773,L,400,200,115000,20000,135000
2833,10032.0,40.829605654153774,-73.93205431153939,L,400,200,115000,20000,135000
2866,10032.0,40.8468450290102,-73.93469447693488,L,400,200,115000,20000,135000
2893,10032.0,40.839821960754186,-73.9442711864035,L,400,200,115000,20000,135000
2894,10032.0,40.8418291620281,-73.94719796988673,L,400,200,115000,20000,135000
2904,10033.0,40.85898864487201,-73.942923734449,L,400,200,115000,20000,135000
2911,10033.0,40.84464818222558,-73.93174019372599,S,100,50,65000,5000,70000
2923,10033.0,40.856336075827265,-73.93720585848347,L,400,200,115000,20000,135000
2931,10033.0,40.84310432220256,-73.93054082553873,L,400,200,115000,20000,135000
2935,10033.0,40.842207833909065,-73.94015845535,L,400,200,115000,20000,135000
2952,10033.0,40.856958365483464,-73.9358986438539,L,400,200,115000,20000,135000
2958,10033.0,40.84095983367036,-73.93409751642714,L,400,200,115000,20000,135000
3046,10034.0,40.871339689881374,-73.92602907628344,L,400,200,115000,20000,135000
3055,10034.0,40.85905907446647,-73.91245341653436,L,400,200,115000,20000,135000
3057,10034.0,40.85731010342877,-73.92581356711814,L,400,200,115000,20000,135000
3079,10034.0,40.85686590569855,-73.93047472926723,L,400,200,115000,20000,135000
3091,10034.0,40.86176919190781,-73.9139110035445,L,400,200,115000,20000,135000
3106,10035.0,40.79598717757992,-73.94049154975872,L,400,200,115000,20000,135000
3121,10035.0,40.79906518556009,-73.93609341911541,L,400,200,115000,20000,135000
3123,10035.0,40.801339120928645,-73.93048138885025,M,200,100,95000,10000,105000
3153,10035.0,40.810238472213314,-73.93848767659556,L,400,200,115000,20000,135000
3164,10035.0,40.80434251821445,-73.94021513055671,L,400,200,115000,20000,135000
3171,10035.0,40.802604115888656,-73.9332890760739,L,400,200,115000,20000,135000
3185,10035.0,40.8038148796679,-73.92934660780712,L,400,200,115000,20000,135000
3191,10035.0,40.80729196273393,-73.93175223662715,L,400,200,115000,20000,135000
3225,10036.0,40.76554061677891,-74.0016510084474,L,400,200,115000,20000,135000
3242,10036.0,40.75351028981088,-73.98208647170449,S,100,50,65000,5000,70000
3290,10036.0,40.751304103916326,-73.99904171779166,L,400,200,115000,20000,135000
3371,10037.0,40.8036097339053,-73.9437243564077,L,400,200,115000,20000,135000
3383,10037.0,40.81259246381257,-73.92924262080894,L,400,200,115000,20000,135000
3385,10037.0,40.82164600532303,-73.94799766454875,L,400,200,115000,20000,135000
3445,10038.0,40.712993558067645,-73.99400739979878,L,400,200,115000,20000,135000
3449,10038.0,40.707882083887526,-73.99458587261519,M,200,100,95000,10000,105000
3463,10038.0,40.71772635361187,-74.00498818313086,L,400,200,115000,20000,135000
3526,10039.0,40.834484539414014,-73.93288491239124,L,400,200,115000,20000,135000
3529,10039.0,40.821676152100146,-73.94440625481951,L,400,200,115000,20000,135000
3538,10039.0,40.82664526065911,-73.94175518576921,L,400,200,115000,20000,135000
3554,10039.0,40.831758434216155,-73.933411299474,L,400,200,115000,20000,135000
3579,10039.0,40.817394811956646,-73.94201292462476,L,400,200,115000,20000,135000
3608,10040.0,40.85034824785014,-73.93489550503624,L,400,200,115000,20000,135000
3668,10040.0,40.86371251623534,-73.92440735555195,L,400,200,115000,20000,135000
3702,10044.0,40.75284463088576,-73.94326542693268,L,400,200,115000,20000,135000
3711,10044.0,40.75736172681554,-73.94685479690986,S,100,50,65000,5000,70000
3767,10044.0,40.75523976014838,-73.94122060113848,L,400,200,115000,20000,135000
3772,10044.0,40.7528766802783,-73.95955365248793,L,400,200,115000,20000,135000
3825,10065.0,40.77364570583223,-73.96942888522732,L,400,200,115000,20000,135000
3837,10065.0,40.75621375554216,-73.96413542006262,L,400,200,115000,20000,135000
3842,10065.0,40.7605875346693,-73.95857698500724,S,100,50,65000,5000,70000
3846,10065.0,40.7705546023199,-73.97355761202024,L,400,200,115000,20000,135000
3859,10065.0,40.76020243662818,-73.96011788586415,L,400,200,115000,20000,135000
3877,10065.0,40.77274459964256,-73.95755949921899,L,400,200,115000,20000,135000
3883,10065.0,40.77367273509969,-73.96251965951701,L,400,200,115000,20000,135000
3893,10065.0,40.758371875781535,-73.95437394046469,L,400,200,115000,20000,135000
3909,10069.0,40.76849362365478,-73.98326676226667,L,400,200,115000,20000,135000
3914,10069.0,40.77838751873158,-73.98133683035798,L,400,200,115000,20000,135000
3983,10069.0,40.774770517193424,-73.99223787726497,S,100,50,65000,5000,70000
4004,10075.0,40.70822344189128,-73.99985615509823,L,400,200,115000,20000,135000
4035,10075.0,40.70543916740839,-74.01054640131333,L,400,200,115000,20000,135000
4042,10075.0,40.72273952674067,-74.01202931759128,L,400,200,115000,20000,135000
4075,10075.0,40.71906459172496,-74.01078917744454,L,400,200,115000,20000,135000
4093,10075.0,40.716233404047195,-73.99858216041027,S,100,50,65000,5000,70000
4108,10128.0,40.774747230203545,-73.94911200642103,L,400,200,115000,20000,135000
4125,10128.0,40.79070112612362,-73.96003731427277,L,400,200,115000,20000,135000
4128,10128.0,40.77333797035059,-73.94225571582348,L,400,200,115000,20000,135000
4151,10128.0,40.77811805143628,-73.94873092276138,L,400,200,115000,20000,135000
4167,10128.0,40.77478427156399,-73.95167825780942,M,200,100,95000,10000,105000
4168,10128.0,40.77245784405516,-73.94330984428277,L,400,200,115000,20000,135000
4182,10128.0,40.77555736585243,-73.95667964215053,L,400,200,115000,20000,135000
4183,10128.0,40.77926372666581,-73.96082458281921,L,400,200,115000,20000,135000
4189,10128.0,40.787805167266114,-73.94250291174555,L,400,200,115000,20000,135000
4199,10128.0,40.78205967867684,-73.950103036534,L,400,200,115000,20000,135000
4200,10162.0,40.76774345922702,-73.96027686827671,M,200,100,95000,10000,105000
4328,10280.0,40.708795449644605,-74.00841037989983,S,100,50,65000,5000,70000
4359,10280.0,40.7014797724834,-74.01954034306458,L,400,200,115000,20000,135000
4426,10282.0,40.71571285292186,-74.00744935309919,L,400,200,115000,20000,135000
4436,10282.0,40.70876877446807,-74.00840185423033,M,200,100,95000,10000,105000
4502,10301.0,40.63586448420082,-74.09083448324002,L,400,200,115000,20000,135000
4507,10301.0,40.62435692104597,-74.08974417960043,L,400,200,115000,20000,135000
4517,10301.0,40.63028206054676,-74.08603000467923,L,400,200,115000,20000,135000
4528,10301.0,40.62492873259884,-74.10157547848779,L,400,200,115000,20000,135000
4536,10301.0,40.63856619074372,-74.09837166260884,L,400,200,115000,20000,135000
4538,10301.0,40.63567944522992,-74.10021190077333,L,400,200,115000,20000,135000
4544,10301.0,40.63655960345221,-74.08344120871963,L,400,200,115000,20000,135000
4568,10301.0,40.63737800736923,-74.099780561876,L,400,200,115000,20000,135000
4666,10302.0,40.6248874800651,-74.13610413035201,L,400,200,115000,20000,135000
4674,10302.0,40.634812925506175,-74.14282045260694,L,400,200,115000,20000,135000
4677,10302.0,40.629144028512115,-74.13251141740963,L,400,200,115000,20000,135000
4693,10302.0,40.63106400299746,-74.13533177745805,M,200,100,95000,10000,105000
4746,10303.0,40.63915766966238,-74.15970385942573,L,400,200,115000,20000,135000
4795,10303.0,40.63186905166919,-74.15373450204557,L,400,200,115000,20000,135000
4804,10304.0,40.61098871108501,-74.09400877203447,M,200,100,95000,10000,105000
4807,10304.0,40.60269686625838,-74.08189320375416,L,400,200,115000,20000,135000
4817,10304.0,40.60266832146039,-74.08606469977389,L,400,200,115000,20000,135000
4841,10304.0,40.60061492708454,-74.09522436583892,L,400,200,115000,20000,135000
4842,10304.0,40.61650784769377,-74.09599681259711,L,400,200,115000,20000,135000
4889,10304.0,40.604343592665025,-74.09371024755012,L,400,200,115000,20000,135000
4905,10305.0,40.59136506263357,-74.07540496647249,L,400,200,115000,20000,135000
4925,10305.0,40.6045591276564,-74.08116968052163,L,400,200,115000,20000,135000
4928,10305.0,40.6024039019536,-74.07789735094741,L,400,200,115000,20000,135000
4960,10305.0,40.59310527229042,-74.07215749241533,L,400,200,115000,20000,135000
4973,10305.0,40.59813505780745,-74.07536373901361,L,400,200,115000,20000,135000
5005,10306.0,40.572966384552366,-74.11521395203604,L,400,200,115000,20000,135000
5034,10306.0,40.56578145031471,-74.12801163870736,L,400,200,115000,20000,135000
5041,10306.0,40.57414947186604,-74.11467072671118,L,400,200,115000,20000,135000
5059,10306.0,40.563051245914934,-74.12263751633706,L,400,200,115000,20000,135000
5062,10306.0,40.56924287429699,-74.12682152848082,L,400,200,115000,20000,135000
5065,10306.0,40.56177731614314,-74.12742067392337,L,400,200,115000,20000,135000
5067,10306.0,40.559352442269045,-74.12817726077112,S,100,50,65000,5000,70000
5085,10306.0,40.56499480716811,-74.11019613321244,L,400,200,115000,20000,135000
5095,10306.0,40.5640273737261,-74.11045429454838,L,400,200,115000,20000,135000
5121,10307.0,40.50547344493073,-74.25063633056095,L,400,200,115000,20000,135000
5139,10307.0,40.51219929317408,-74.24083548328402,L,400,200,115000,20000,135000
5141,10307.0,40.50521260768,-74.2356167677779,L,400,200,115000,20000,135000
5175,10307.0,40.50308043866478,-74.24441798037661,L,400,200,115000,20000,135000
5224,10308.0,40.55412700358024,-74.16091497931434,L,400,200,115000,20000,135000
5248,10308.0,40.55088905530651,-74.15334265177201,L,400,200,115000,20000,135000
5287,10308.0,40.55953157375249,-74.1463173575688,L,400,200,115000,20000,135000
5292,10308.0,40.54508996643913,-74.15586228035858,L,400,200,115000,20000,135000
5306,10309.0,40.53081204569778,-74.20446227603185,L,400,200,115000,20000,135000
5340,10309.0,40.5392133442745,-74.20457800203518,L,400,200,115000,20000,135000
5352,10309.0,40.54234264624697,-74.20246019524636,L,400,200,115000,20000,135000
5361,10309.0,40.53414741543355,-74.22047791756673,M,200,100,95000,10000,105000
5383,10309.0,40.53187907856272,-74.20507317813585,L,400,200,115000,20000,135000
5390,10309.0,40.53001179795036,-74.21682396382697,L,400,200,115000,20000,135000
5396,10309.0,40.53760377751621,-74.2185879308759,L,400,200,115000,20000,135000
5405,10310.0,40.62771055963054,-74.12594808041936,L,400,200,115000,20000,135000
5421,10310.0,40.629495144412104,-74.12673385526185,L,400,200,115000,20000,135000
5441,10310.0,40.63108148514799,-74.11383575821709,L,400,200,115000,20000,135000
5461,10310.0,40.62436175988743,-74.11274271858784,L,400,200,115000,20000,135000
5467,10310.0,40.634546395098795,-74.1233582382149,L,400,200,115000,20000,135000
5487,10310.0,40.63633719964218,-74.11225818056465,L,400,200,115000,20000,135000
5497,10310.0,40.63476382202069,-74.11997801134675,S,100,50,65000,5000,70000
5505,10312.0,40.54937225926394,-74.17844781356047,L,400,200,115000,20000,135000
5513,10312.0,40.54175508611176,-74.17999357337715,L,400,200,115000,20000,135000
5514,10312.0,40.545034784358165,-74.18886818286721,L,400,200,115000,20000,135000
5515,10312.0,40.54663460468864,-74.17560138801073,L,400,200,115000,20000,135000
5519,10312.0,40.554749801443315,-74.18885642726624,L,400,200,115000,20000,135000
5534,10312.0,40.54659356193621,-74.17216301550565,L,400,200,115000,20000,135000
5549,10312.0,40.544949347667526,-74.17426602627795,L,400,200,115000,20000,135000
5572,10312.0,40.54707649987682,-74.18772808548984,L,400,200,115000,20000,135000
5577,10312.0,40.54988921860929,-74.17165957320336,L,400,200,115000,20000,135000
5585,10312.0,40.53893024028457,-74.1819972947243,L,400,200,115000,20000,135000
5595,10312.0,40.54265876744347,-74.1836195811391,L,400,200,115000,20000,135000
5598,10312.0,40.54387507272223,-74.17070221839985,L,400,200,115000,20000,135000
5604,10314.0,40.6078584214008,-74.15055827640532,L,400,200,115000,20000,135000
5606,10314.0,40.604306198613905,-74.14609714363958,L,400,200,115000,20000,135000
5612,10314.0,40.61283892280234,-74.15496221349433,L,400,200,115000,20000,135000
5616,10314.0,40.59779103653326,-74.14800838600537,L,400,200,115000,20000,135000
5625,10314.0,40.599648944132255,-74.14059539509282,L,400,200,115000,20000,135000
5642,10314.0,40.6099073939263,-74.13736256839465,L,400,200,115000,20000,135000
5653,10314.0,40.604784222992166,-74.15618610999894,L,400,200,115000,20000,135000
5654,10314.0,40.60629782703923,-74.15178373429815,L,400,200,115000,20000,135000
5655,10314.0,40.59775350676719,-74.14185485424917,L,400,200,115000,20000,135000
5668,10314.0,40.6112574080764,-74.13903142470996,L,400,200,115000,20000,135000
5672,10314.0,40.598977392859325,-74.14795593132119,L,400,200,115000,20000,135000
5673,10314.0,40.61231026312338,-74.1425233356818,L,400,200,115000,20000,135000
5681,10314.0,40.595858646006405,-74.15454616347633,L,400,200,115000,20000,135000
5682,10314.0,40.59547434828938,-74.15198748878566,L,400,200,115000,20000,135000
5688,10314.0,40.60122577242171,-74.15010459684652,L,400,200,115000,20000,135000
5694,10314.0,40.61061800474315,-74.14488504614847,L,400,200,115000,20000,135000
5699,10314.0,40.60107728757337,-74.15284857031074,L,400,200,115000,20000,135000
5701,10451.0,40.8280264720025,-73.91369771659218,L,400,200,115000,20000,135000
5730,10451.0,40.82099932523498,-73.92152123943137,L,400,200,115000,20000,135000
5779,10451.0,40.818432132456635,-73.9287206469629,L,400,200,115000,20000,135000
5788,10451.0,40.82692720128855,-73.93073562237353,L,400,200,115000,20000,135000
5796,10451.0,40.819976390560186,-73.91512687543465,L,400,200,115000,20000,135000
5797,10451.0,40.82441905421399,-73.92854896224655,M,200,100,95000,10000,105000
5799,10451.0,40.8283421000695,-73.93046964698524,L,400,200,115000,20000,135000
5811,10452.0,40.84725725843784,-73.92543243125648,L,400,200,115000,20000,135000
5833,10452.0,40.847067314740144,-73.92211238988698,L,400,200,115000,20000,135000
5844,10452.0,40.84421060137627,-73.92695749773587,L,400,200,115000,20000,135000
5896,10452.0,40.841350504750785,-73.93037184480116,L,400,200,115000,20000,135000
5913,10453.0,40.859822312009975,-73.92149852643529,L,400,200,115000,20000,135000
5940,10453.0,40.86196972651193,-73.91585048549344,L,400,200,115000,20000,135000
5972,10453.0,40.86028616508385,-73.91243011008277,L,400,200,115000,20000,135000
5980,10453.0,40.85791233828582,-73.92253783764329,L,400,200,115000,20000,135000
6002,10454.0,40.81181300128071,-73.91162408191603,L,400,200,115000,20000,135000
6012,10454.0,40.80417211773814,-73.91689472912931,L,400,200,115000,20000,135000
6031,10454.0,40.812855659761155,-73.91181838480166,L,400,200,115000,20000,135000
6040,10454.0,40.81629144154195,-73.91921315449781,L,400,200,115000,20000,135000
6047,10454.0,40.81584294025415,-73.92297777649829,L,400,200,115000,20000,135000
6056,10454.0,40.80086429857765,-73.91354980287315,L,400,200,115000,20000,135000
6090,10454.0,40.816967678581214,-73.91301676833565,L,400,200,115000,20000,135000
6128,10455.0,40.80698011452266,-73.91523983680095,M,200,100,95000,10000,105000
6133,10455.0,40.82188396323623,-73.90686421117834,L,400,200,115000,20000,135000
6176,10455.0,40.80886776896359,-73.90261860103072,L,400,200,115000,20000,135000
6197,10455.0,40.80590567925321,-73.89762063790667,L,400,200,115000,20000,135000
6201,10456.0,40.839815546420176,-73.9026132829351,L,400,200,115000,20000,135000
6206,10456.0,40.82291831199587,-73.91054601985459,L,400,200,115000,20000,135000
6207,10456.0,40.840745083639234,-73.91764414608278,L,400,200,115000,20000,135000
6231,10456.0,40.82311295041974,-73.91203296063509,L,400,200,115000,20000,135000
6247,10456.0,40.83408564260878,-73.91977350059294,L,400,200,115000,20000,135000
6249,10456.0,40.82565095132172,-73.9106096414731,L,400,200,115000,20000,135000
6250,10456.0,40.83908277807349,-73.90457894078648,L,400,200,115000,20000,135000
6251,10456.0,40.82875233741394,-73.91105123504721,L,400,200,115000,20000,135000
6265,10456.0,40.82235533898922,-73.91746275131685,L,400,200,115000,20000,135000
6274,10456.0,40.82553236087863,-73.91699413532618,L,400,200,115000,20000,135000
6280,10456.0,40.82576288616453,-73.91386859427612,L,400,200,115000,20000,135000
6323,10457.0,40.84489969870617,-73.89160794323546,L,400,200,115000,20000,135000
6325,10457.0,40.85771641300623,-73.8919692326283,L,400,200,115000,20000,135000
6332,10457.0,40.841786191534034,-73.90759903476749,L,400,200,115000,20000,135000
6350,10457.0,40.8576396057422,-73.90798984742825,L,400,200,115000,20000,135000
6352,10457.0,40.84853740492997,-73.90788146840725,L,400,200,115000,20000,135000
6353,10457.0,40.844619451081655,-73.90270362975166,L,400,200,115000,20000,135000
6356,10457.0,40.84329129649918,-73.89952940540216,L,400,200,115000,20000,135000
6360,10457.0,40.85445841015434,-73.90362396352624,L,400,200,115000,20000,135000
6369,10457.0,40.8557729304063,-73.89146072783709,L,400,200,115000,20000,135000
6378,10457.0,40.83940122099561,-73.90666254993712,L,400,200,115000,20000,135000
6414,10458.0,40.87298112428457,-73.89293177384627,L,400,200,115000,20000,135000
6418,10458.0,40.86766265697971,-73.88633280776857,L,400,200,115000,20000,135000
6419,10458.0,40.85651722265062,-73.87968695641732,L,400,200,115000,20000,135000
6421,10458.0,40.86474504540456,-73.89614125962876,L,400,200,115000,20000,135000
6445,10458.0,40.86004963391881,-73.89789558787128,L,400,200,115000,20000,135000
6483,10458.0,40.86091370464263,-73.88816755691134,L,400,200,115000,20000,135000
6490,10458.0,40.86862217773075,-73.89043874854015,L,400,200,115000,20000,135000
6500,10459.0,40.83094705016032,-73.88775487831475,L,400,200,115000,20000,135000
6502,10459.0,40.81626530007752,-73.88637845768186,L,400,200,115000,20000,135000
6526,10459.0,40.82253339832638,-73.8980774933319,L,400,200,115000,20000,135000
6559,10459.0,40.81498470127701,-73.90049023838407,L,400,200,115000,20000,135000
6571,10459.0,40.82448736963154,-73.888604632285,L,400,200,115000,20000,135000
6583,10459.0,40.82335352565224,-73.88557194379096,L,400,200,115000,20000,135000
6598,10459.0,40.8185371447719,-73.89781583680126,L,400,200,115000,20000,135000
6630,10460.0,40.830987051535594,-73.87656473718548,L,400,200,115000,20000,135000
6659,10460.0,40.846913126810406,-73.87525251728349,L,400,200,115000,20000,135000
6666,10460.0,40.84425586560941,-73.87088528826213,L,400,200,115000,20000,135000
6685,10460.0,40.83572481717101,-73.87407828909083,L,400,200,115000,20000,135000
6695,10460.0,40.83634434660457,-73.87824586167096,L,400,200,115000,20000,135000
6721,10461.0,40.83838789493421,-73.84195777587871,L,400,200,115000,20000,135000
6728,10461.0,40.853619606947106,-73.83181042601247,L,400,200,115000,20000,135000
6738,10461.0,40.85068971302782,-73.84443741959863,L,400,200,115000,20000,135000
6759,10461.0,40.844501184892785,-73.84083928449236,L,400,200,115000,20000,135000
6764,10461.0,40.84420305233159,-73.84197044471856,L,400,200,115000,20000,135000
6783,10461.0,40.8455254607,-73.84563464964442,L,400,200,115000,20000,135000
