facility_id,zipcode,current_slots,slots_added,expansion_pct,tier1_slots,tier2_slots,tier3_slots,expansion_cost
671956,10451,12,1.2,10.0,1.2,0.0,0.0,2240.0
864714,11432,16,1.6,10.0,1.6,0.0,0.0,2320.0
367302,10040,16,1.6,10.0,1.6,0.0,0.0,2320.0
110709,10453,12,1.2,10.0,1.2,0.0,0.0,2240.0
697105,10460,14,1.4,10.0,1.4,0.0,0.0,2280.0000000000005
450391,10473,16,1.6,10.0,1.6,0.0,0.0,2320.0
861824,11433,16,1.6,10.0,1.6,0.0,0.0,2320.0
225747,11419,16,1.6,10.0,1.6,0.0,0.0,2320.0
865378,11373,16,1.6,10.0,1.6,0.0,0.0,2320.0
810734,11364,16,1.86666667,11.666666687500001,1.6,0.26666667,0.0,2760.0000055
480528,11203,16,1.6,10.0,1.6,0.0,0.0,2320.0
689092,11379,16,2.6666666700000006,16.666666687500005,1.6,0.8,0.26666667,4240.0000075
532511,11379,10,2.0,20.0,1.0,0.5,0.5,4900.0
71708,11216,16,1.6,10.0,1.6,0.0,0.0,2320.0
553770,11217,16,1.6,10.0,1.6,0.0,0.0,2320.0
541086,10473,12,1.2,10.0,1.2,0.0,0.0,2240.0
188513,10040,16,1.6,10.0,1.6,0.0,0.0,2320.0
532578,11411,16,1.6,10.0,1.6,0.0,0.0,2320.0
818144,11417,16,1.6,10.0,1.6,0.0,0.0,2320.0
761144,11210,16,1.6,10.0,1.6,0.0,0.0,2320.0
876405,11358,16,2.4000000000000004,15.000000000000002,1.6,0.8,0.0,3640.0
854094,10461,16,1.0666667,6.666666875000001,1.0666667,0.0,0.0,1546.666715
575062,11358,16,2.4000000000000004,15.000000000000002,1.6,0.8,0.0,3640.0
330126,11413,14,1.4,10.0,1.4,0.0,0.0,2280.0000000000005
377176,11226,14,1.4,10.0,1.4,0.0,0.0,2280.0000000000005
450045,11217,16,1.6,10.0,1.6,0.0,0.0,2320.0
663830,11216,16,1.6,10.0,1.6,0.0,0.0,2320.0
103452,11413,14,1.4,10.0,1.4,0.0,0.0,2280.0000000000005
127130,11411,16,1.6,10.0,1.6,0.0,0.0,2320.0
433540,11419,16,1.6,10.0,1.6,0.0,0.0,2320.0
602999,11372,12,1.2,10.0,1.2,0.0,0.0,2240.0
682837,10040,16,1.6,10.0,1.6,0.0,0.0,2320.0
263465,11216,16,1.6,10.0,1.6,0.0,0.0,2320.0
881524,11226,16,1.6,10.0,1.6,0.0,0.0,2320.0
605547,11373,16,1.6,10.0,1.6,0.0,0.0,2320.0
739040,10033,12,1.2,10.0,1.2,0.0,0.0,2240.0
656649,11433,12,1.2,10.0,1.2,0.0,0.0,2240.0
875047,11419,16,1.6,10.0,1.6,0.0,0.0,2320.0
649096,10031,16,1.6,10.0,1.6,0.0,0.0,2320.0
860035,10024,16,1.6,10.0,1.6,0.0,0.0,2320.0
581301,11379,16,2.4000000000000004,15.000000000000002,1.6,0.8,0.0,3640.0
849307,10473,16,1.6,10.0,1.6,0.0,0.0,2320.0
718134,10024,16,1.6,10.0,1.6,0.0,0.0,2320.0
360544,11379,16,3.2,20.0,1.6,0.8,0.8,5440.0
781121,11210,16,1.6,10.0,1.6,0.0,0.0,2320.0
733566,10473,16,1.6,10.0,1.6,0.0,0.0,2320.0
837631,10473,16,1.6,10.0,1.6,0.0,0.0,2320.0
874535,10451,12,0.2,1.6666666666666667,0.2,0.0,0.0,373.33333333333337
495600,10453,12,1.2,10.0,1.2,0.0,0.0,2240.0
616797,10002,16,2.4000000000000004,15.000000000000002,1.6,0.8,0.0,3640.0
778809,11210,16,1.6,10.0,1.6,0.0,0.0,2320.0
431770,10453,12,1.2,10.0,1.2,0.0,0.0,2240.0
612017,11358,16,2.4000000000000004,15.000000000000002,1.6,0.8,0.0,3640.0
285063,11373,16,1.6,10.0,1.6,0.0,0.0,2320.0
268731,11216,16,1.6,10.0,1.6,0.0,0.0,2320.0
