zipcode,status,objective_value,expansion_cost,u5_expansion_equip,build_cost,u5_new_equip,expansion_slots,u5_expansion_slots,new_small,new_medium,new_large,new_total_slots,new_u5_slots,total_gap,u5_gap,is_high_demand,is_desert,pop_0_12,pop_0_5,current_total_slots,current_u5_slots,min_total_slots,min_u5_slots,req_total_gap,req_u5_gap
11372,OPTIMAL,1159400.0,468800.0,150600.0,460000.0,80000.0,1506.0,1506.0,0,0,4,1600.0,800.0,2903,2306,True,True,9339,3806,1767,232,4670,2538,2903,2306
11373,OPTIMAL,1941255.1612,449855.16,141400.0,1150000.0,200000.0,1414.0,1414.0,0,0,10,4000.0,2000.0,3918,3414,True,True,14551,5489,3358,246,7276,3660,3918,3414
11374,OPTIMAL,779766.6667,394666.67,115100.0,230000.0,40000.0,1151.0,1151.0,0,0,2,800.0,400.0,293,1551,False,True,6431,2728,1851,268,2144,1819,293,1551
11375,OPTIMAL,1491809.6491,422909.65,123900.0,805000.0,140000.0,1239.0,1239.0,0,0,7,2800.0,1400.0,2013,2639,False,True,10167,4351,1377,262,3390,2901,2013,2639
11377,OPTIMAL,1744244.5108,609544.51,189700.0,805000.0,140000.0,1897.0,1897.0,0,0,7,2800.0,1400.0,2871,3297,True,True,11832,5206,3046,174,5917,3471,2871,3297
11378,OPTIMAL,893045.0867,163845.09,54200.0,575000.0,100000.0,542.0,542.0,0,0,5,2000.0,1000.0,1209,1542,False,True,5522,2367,632,36,1841,1578,1209,1542
11379,OPTIMAL,501686.7091,169786.71,61900.0,230000.0,40000.0,619.0,619.0,0,0,2,800.0,400.0,43,1019,False,True,4981,1687,1618,106,1661,1125,43,1019
11385,OPTIMAL,1679241.8906,648441.89,220800.0,690000.0,120000.0,2208.0,2208.0,0,0,6,2400.0,1200.0,4316,3408,True,True,14578,6027,2974,610,7290,4018,4316,3408
11411,OPTIMAL,183252.9412,140952.94,42300.0,0.0,0.0,423.0,423.0,0,0,0,0.0,0.0,16,423,False,True,2281,922,745,192,761,615,16,423
11412,OPTIMAL,413304.6987,314404.7,98900.0,0.0,0.0,989.0,989.0,0,0,0,0.0,0.0,898,989,True,True,5143,2110,1674,418,2572,1407,898,989
11413,OPTIMAL,335051.1497,249051.15,86000.0,0.0,0.0,860.0,860.0,0,0,0,0.0,0.0,619,860,True,True,5854,2123,2309,556,2928,1416,619,860
11414,OPTIMAL,731523.9348,253623.93,72900.0,345000.0,60000.0,729.0,729.0,0,0,3,1200.0,600.0,839,1329,False,True,4999,2164,828,114,1667,1443,839,1329
11415,OPTIMAL,540000.0,0.0,0.0,460000.0,80000.0,0.0,0.0,0,0,4,1600.0,800.0,834,737,False,True,2689,1176,63,47,897,784,834,737
11416,OPTIMAL,588800.0,36600.0,12200.0,460000.0,80000.0,122.0,122.0,0,0,4,1600.0,800.0,1614,922,True,True,4381,1734,577,234,2191,1156,1614,922
11417,OPTIMAL,659344.5172,87844.52,31500.0,460000.0,80000.0,315.0,315.0,0,0,4,1600.0,800.0,1807,1115,True,True,5288,2023,838,234,2645,1349,1807,1115
11418,OPTIMAL,601015.4495,242615.45,88400.0,230000.0,40000.0,884.0,884.0,0,0,2,800.0,400.0,1272,1284,True,True,5731,2366,1594,294,2866,1578,1272,1284
11419,OPTIMAL,564071.8618,116171.86,42900.0,345000.0,60000.0,429.0,429.0,0,0,3,1200.0,600.0,1595,1029,True,True,5368,1957,1090,276,2685,1305,1595,1029
11420,OPTIMAL,512580.9524,388180.95,124400.0,0.0,0.0,1244.0,1244.0,0,0,0,0.0,0.0,1101,1244,True,True,5991,2487,1895,414,2996,1658,1101,1244
11421,OPTIMAL,632973.3743,169973.37,58000.0,345000.0,60000.0,580.0,580.0,0,0,3,1200.0,600.0,1546,1180,True,True,5679,2399,1294,420,2840,1600,1546,1180
11422,OPTIMAL,270600.0,600.0,0.0,230000.0,40000.0,2.0,0.0,0,0,2,800.0,400.0,802,376,True,True,3949,1301,1173,492,1975,868,802,376
11423,OPTIMAL,443958.0247,29758.02,9200.0,345000.0,60000.0,92.0,92.0,0,0,3,1200.0,600.0,1290,692,True,True,3557,1260,489,148,1779,840,1290,692
11426,OPTIMAL,434803.8835,126603.88,38200.0,230000.0,40000.0,382.0,382.0,0,0,2,800.0,400.0,125,782,False,True,2507,1244,711,48,836,830,125,782
11427,OPTIMAL,788650.0,96350.0,17300.0,575000.0,100000.0,173.0,173.0,0,0,5,2000.0,1000.0,979,1173,False,True,3507,1840,191,54,1170,1227,979,1173
11428,OPTIMAL,277408.0925,107008.09,35400.0,115000.0,20000.0,354.0,354.0,0,0,1,400.0,200.0,511,554,True,True,2111,975,545,96,1056,650,511,554
11429,OPTIMAL,405000.0,0.0,0.0,345000.0,60000.0,0.0,0.0,0,0,3,1200.0,600.0,1154,508,True,True,3021,1097,357,224,1511,732,1154,508
11430,OPTIMAL,70000.0,0.0,0.0,65000.0,5000.0,0.0,0.0,1,0,0,100.0,50.0,19,0,True,True,37,0,0,0,19,0,19,0
11432,OPTIMAL,1552653.3606,367253.36,105400.0,920000.0,160000.0,1054.0,1054.0,0,0,8,3200.0,1600.0,3474,2654,True,True,9410,4178,1232,132,4706,2786,3474,2654
11433,OPTIMAL,784170.9411,387770.94,126400.0,230000.0,40000.0,1264.0,1264.0,0,0,2,800.0,400.0,1170,1664,True,True,6516,2837,2089,228,3259,1892,1170,1664
11434,OPTIMAL,827595.0472,516395.05,176200.0,115000.0,20000.0,1762.0,1762.0,0,0,1,400.0,200.0,2121,1962,True,True,10690,4219,3225,851,5346,2813,2121,1962
11435,OPTIMAL,1684507.2798,352207.28,117300.0,1035000.0,180000.0,1173.0,1173.0,0,0,9,3600.0,1800.0,3202,2973,True,True,9921,4837,1759,252,4961,3225,3202,2973
11436,OPTIMAL,405000.0,0.0,0.0,345000.0,60000.0,0.0,0.0,0,0,3,1200.0,600.0,1170,410,True,True,2851,912,256,198,1426,608,1170,410
11691,OPTIMAL,1733650.0,712950.0,210700.0,690000.0,120000.0,2107.0,2107.0,0,0,6,2400.0,1200.0,4432,3307,True,True,14622,6048,2880,725,7312,4032,4432,3307
11692,OPTIMAL,537855.5556,107955.56,24900.0,345000.0,60000.0,353.0,249.0,0,0,3,1200.0,600.0,1553,849,True,True,4909,1708,902,290,2455,1139,1553,849
11693,OPTIMAL,246345.098,87145.1,24200.0,115000.0,20000.0,242.0,242.0,0,0,1,400.0,200.0,265,442,False,True,1777,681,328,12,593,454,265,442
11694,OPTIMAL,414880.6452,211780.65,68100.0,115000.0,20000.0,681.0,681.0,0,0,1,400.0,200.0,405,881,False,True,3469,1366,752,30,1157,911,405,881
11697,OPTIMAL,135000.0,0.0,0.0,115000.0,20000.0,0.0,0.0,0,0,1,400.0,200.0,274,154,True,True,547,230,0,0,274,154,274,154
